table_name,ordinal_position,column_name,data_type,character_maximum_length,numeric_precision,numeric_scale,is_nullable
account_account,1,id,integer,,32,0,NO
account_account,2,currency_id,integer,,32,0,YES
account_account,3,create_uid,integer,,32,0,YES
account_account,4,write_uid,integer,,32,0,YES
account_account,5,account_type,character varying,,,,NO
account_account,6,name,jsonb,,,,NO
account_account,7,description,jsonb,,,,YES
account_account,8,code_store,jsonb,,,,YES
account_account,9,note,text,,,,YES
account_account,10,active,boolean,,,,YES
account_account,11,reconcile,boolean,,,,YES
account_account,12,non_trade,boolean,,,,YES
account_account,13,create_date,timestamp without time zone,,,,YES
account_account,14,write_date,timestamp without time zone,,,,YES
account_account,15,l10n_in_tds_tcs_section_id,integer,,32,0,YES
account_account,16,l10n_in_tds_feature_enabled,boolean,,,,YES
account_account,17,l10n_in_tcs_feature_enabled,boolean,,,,YES
account_account_account_merge_wizard_rel,1,account_merge_wizard_id,integer,,32,0,NO
account_account_account_merge_wizard_rel,2,account_account_id,integer,,32,0,NO
account_account_account_tag,1,account_account_id,integer,,32,0,NO
account_account_account_tag,2,account_account_tag_id,integer,,32,0,NO
account_account_res_company_rel,1,account_account_id,integer,,32,0,NO
account_account_res_company_rel,2,res_company_id,integer,,32,0,NO
account_account_tag,1,id,integer,,32,0,NO
account_account_tag,2,color,integer,,32,0,YES
account_account_tag,3,country_id,integer,,32,0,YES
account_account_tag,4,create_uid,integer,,32,0,YES
account_account_tag,5,write_uid,integer,,32,0,YES
account_account_tag,6,applicability,character varying,,,,NO
account_account_tag,7,name,jsonb,,,,NO
account_account_tag,8,active,boolean,,,,YES
account_account_tag,9,create_date,timestamp without time zone,,,,YES
account_account_tag,10,write_date,timestamp without time zone,,,,YES
account_account_tag_account_move_line_rel,1,account_move_line_id,integer,,32,0,NO
account_account_tag_account_move_line_rel,2,account_account_tag_id,integer,,32,0,NO
account_account_tag_account_tax_repartition_line_rel,1,account_tax_repartition_line_id,integer,,32,0,NO
account_account_tag_account_tax_repartition_line_rel,2,account_account_tag_id,integer,,32,0,NO
account_account_tag_product_template_rel,1,product_template_id,integer,,32,0,NO
account_account_tag_product_template_rel,2,account_account_tag_id,integer,,32,0,NO
account_account_tax_default_rel,1,account_id,integer,,32,0,NO
account_account_tax_default_rel,2,tax_id,integer,,32,0,NO
account_accrued_orders_wizard,1,id,integer,,32,0,NO
account_accrued_orders_wizard,2,company_id,integer,,32,0,YES
account_accrued_orders_wizard,3,journal_id,integer,,32,0,NO
account_accrued_orders_wizard,4,currency_id,integer,,32,0,YES
account_accrued_orders_wizard,5,account_id,integer,,32,0,NO
account_accrued_orders_wizard,6,create_uid,integer,,32,0,YES
account_accrued_orders_wizard,7,write_uid,integer,,32,0,YES
account_accrued_orders_wizard,8,date,date,,,,NO
account_accrued_orders_wizard,9,reversal_date,date,,,,NO
account_accrued_orders_wizard,10,amount,numeric,,,,YES
account_accrued_orders_wizard,11,create_date,timestamp without time zone,,,,YES
account_accrued_orders_wizard,12,write_date,timestamp without time zone,,,,YES
account_analytic_account,1,id,integer,,32,0,NO
account_analytic_account,2,plan_id,integer,,32,0,NO
account_analytic_account,3,root_plan_id,integer,,32,0,YES
account_analytic_account,4,company_id,integer,,32,0,YES
account_analytic_account,5,partner_id,integer,,32,0,YES
account_analytic_account,6,create_uid,integer,,32,0,YES
account_analytic_account,7,write_uid,integer,,32,0,YES
account_analytic_account,8,code,character varying,,,,YES
account_analytic_account,9,name,jsonb,,,,NO
account_analytic_account,10,active,boolean,,,,YES
account_analytic_account,11,create_date,timestamp without time zone,,,,YES
account_analytic_account,12,write_date,timestamp without time zone,,,,YES
account_analytic_applicability,1,id,integer,,32,0,NO
account_analytic_applicability,2,analytic_plan_id,integer,,32,0,YES
account_analytic_applicability,3,company_id,integer,,32,0,YES
account_analytic_applicability,4,create_uid,integer,,32,0,YES
account_analytic_applicability,5,write_uid,integer,,32,0,YES
account_analytic_applicability,6,business_domain,character varying,,,,NO
account_analytic_applicability,7,applicability,character varying,,,,NO
account_analytic_applicability,8,create_date,timestamp without time zone,,,,YES
account_analytic_applicability,9,write_date,timestamp without time zone,,,,YES
account_analytic_applicability,10,product_categ_id,integer,,32,0,YES
account_analytic_applicability,11,account_prefix,character varying,,,,YES
account_analytic_distribution_model,1,id,integer,,32,0,NO
account_analytic_distribution_model,2,sequence,integer,,32,0,YES
account_analytic_distribution_model,3,partner_id,integer,,32,0,YES
account_analytic_distribution_model,4,partner_category_id,integer,,32,0,YES
account_analytic_distribution_model,5,company_id,integer,,32,0,YES
account_analytic_distribution_model,6,create_uid,integer,,32,0,YES
account_analytic_distribution_model,7,write_uid,integer,,32,0,YES
account_analytic_distribution_model,8,analytic_distribution,jsonb,,,,YES
account_analytic_distribution_model,9,create_date,timestamp without time zone,,,,YES
account_analytic_distribution_model,10,write_date,timestamp without time zone,,,,YES
account_analytic_distribution_model,11,product_id,integer,,32,0,YES
account_analytic_distribution_model,12,product_categ_id,integer,,32,0,YES
account_analytic_distribution_model,13,account_prefix,character varying,,,,YES
account_analytic_line,1,id,integer,,32,0,NO
account_analytic_line,2,account_id,integer,,32,0,YES
account_analytic_line,3,product_uom_id,integer,,32,0,YES
account_analytic_line,4,partner_id,integer,,32,0,YES
account_analytic_line,5,user_id,integer,,32,0,YES
account_analytic_line,6,company_id,integer,,32,0,NO
account_analytic_line,7,currency_id,integer,,32,0,YES
account_analytic_line,8,create_uid,integer,,32,0,YES
account_analytic_line,9,write_uid,integer,,32,0,YES
account_analytic_line,10,name,character varying,,,,NO
account_analytic_line,11,category,character varying,,,,YES
account_analytic_line,12,date,date,,,,NO
account_analytic_line,13,amount,numeric,,,,NO
account_analytic_line,14,create_date,timestamp without time zone,,,,YES
account_analytic_line,15,write_date,timestamp without time zone,,,,YES
account_analytic_line,16,unit_amount,double precision,,53,,YES
account_analytic_line,17,product_id,integer,,32,0,YES
account_analytic_line,18,general_account_id,integer,,32,0,YES
account_analytic_line,19,journal_id,integer,,32,0,YES
account_analytic_line,20,move_line_id,integer,,32,0,YES
account_analytic_line,21,code,character varying,8,,,YES
account_analytic_line,22,ref,character varying,,,,YES
account_analytic_line,23,task_id,integer,,32,0,YES
account_analytic_line,24,parent_task_id,integer,,32,0,YES
account_analytic_line,25,project_id,integer,,32,0,YES
account_analytic_line,26,department_id,integer,,32,0,YES
account_analytic_line,27,manager_id,integer,,32,0,YES
account_analytic_line,28,employee_id,integer,,32,0,YES
account_analytic_line,29,holiday_id,integer,,32,0,YES
account_analytic_line,30,global_leave_id,integer,,32,0,YES
account_analytic_line_calendar_employee,1,id,integer,,32,0,NO
account_analytic_line_calendar_employee,2,user_id,integer,,32,0,NO
account_analytic_line_calendar_employee,3,employee_id,integer,,32,0,YES
account_analytic_line_calendar_employee,4,create_uid,integer,,32,0,YES
account_analytic_line_calendar_employee,5,write_uid,integer,,32,0,YES
account_analytic_line_calendar_employee,6,checked,boolean,,,,YES
account_analytic_line_calendar_employee,7,active,boolean,,,,YES
account_analytic_line_calendar_employee,8,create_date,timestamp without time zone,,,,YES
account_analytic_line_calendar_employee,9,write_date,timestamp without time zone,,,,YES
account_analytic_plan,1,id,integer,,32,0,NO
account_analytic_plan,2,parent_id,integer,,32,0,YES
account_analytic_plan,3,color,integer,,32,0,YES
account_analytic_plan,4,sequence,integer,,32,0,YES
account_analytic_plan,5,create_uid,integer,,32,0,YES
account_analytic_plan,6,write_uid,integer,,32,0,YES
account_analytic_plan,7,parent_path,character varying,,,,YES
account_analytic_plan,8,complete_name,character varying,,,,YES
account_analytic_plan,9,name,jsonb,,,,NO
account_analytic_plan,10,default_applicability,jsonb,,,,YES
account_analytic_plan,11,description,text,,,,YES
account_analytic_plan,12,create_date,timestamp without time zone,,,,YES
account_analytic_plan,13,write_date,timestamp without time zone,,,,YES
account_automatic_entry_wizard,1,id,integer,,32,0,NO
account_automatic_entry_wizard,2,company_id,integer,,32,0,NO
account_automatic_entry_wizard,3,destination_account_id,integer,,32,0,YES
account_automatic_entry_wizard,4,create_uid,integer,,32,0,YES
account_automatic_entry_wizard,5,write_uid,integer,,32,0,YES
account_automatic_entry_wizard,6,action,character varying,,,,NO
account_automatic_entry_wizard,7,account_type,character varying,,,,YES
account_automatic_entry_wizard,8,date,date,,,,NO
account_automatic_entry_wizard,9,total_amount,numeric,,,,YES
account_automatic_entry_wizard,10,create_date,timestamp without time zone,,,,YES
account_automatic_entry_wizard,11,write_date,timestamp without time zone,,,,YES
account_automatic_entry_wizard,12,percentage,double precision,,53,,YES
account_automatic_entry_wizard_account_move_line_rel,1,account_automatic_entry_wizard_id,integer,,32,0,NO
account_automatic_entry_wizard_account_move_line_rel,2,account_move_line_id,integer,,32,0,NO
account_autopost_bills_wizard,1,id,integer,,32,0,NO
account_autopost_bills_wizard,2,partner_id,integer,,32,0,YES
account_autopost_bills_wizard,3,nb_unmodified_bills,integer,,32,0,YES
account_autopost_bills_wizard,4,create_uid,integer,,32,0,YES
account_autopost_bills_wizard,5,write_uid,integer,,32,0,YES
account_autopost_bills_wizard,6,create_date,timestamp without time zone,,,,YES
account_autopost_bills_wizard,7,write_date,timestamp without time zone,,,,YES
account_bank_statement,1,id,integer,,32,0,NO
account_bank_statement,2,company_id,integer,,32,0,YES
account_bank_statement,3,currency_id,integer,,32,0,YES
account_bank_statement,4,journal_id,integer,,32,0,YES
account_bank_statement,5,create_uid,integer,,32,0,YES
account_bank_statement,6,write_uid,integer,,32,0,YES
account_bank_statement,7,name,character varying,,,,YES
account_bank_statement,8,reference,character varying,,,,YES
account_bank_statement,9,first_line_index,character varying,,,,YES
account_bank_statement,10,date,date,,,,YES
account_bank_statement,11,balance_start,numeric,,,,YES
account_bank_statement,12,balance_end,numeric,,,,YES
account_bank_statement,13,balance_end_real,numeric,,,,YES
account_bank_statement,14,is_complete,boolean,,,,YES
account_bank_statement,15,create_date,timestamp without time zone,,,,YES
account_bank_statement,16,write_date,timestamp without time zone,,,,YES
account_bank_statement_ir_attachment_rel,1,account_bank_statement_id,integer,,32,0,NO
account_bank_statement_ir_attachment_rel,2,ir_attachment_id,integer,,32,0,NO
account_bank_statement_line,1,id,integer,,32,0,NO
account_bank_statement_line,2,move_id,integer,,32,0,NO
account_bank_statement_line,3,journal_id,integer,,32,0,NO
account_bank_statement_line,4,company_id,integer,,32,0,NO
account_bank_statement_line,5,statement_id,integer,,32,0,YES
account_bank_statement_line,6,sequence,integer,,32,0,YES
account_bank_statement_line,7,partner_id,integer,,32,0,YES
account_bank_statement_line,8,currency_id,integer,,32,0,YES
account_bank_statement_line,9,foreign_currency_id,integer,,32,0,YES
account_bank_statement_line,10,create_uid,integer,,32,0,YES
account_bank_statement_line,11,write_uid,integer,,32,0,YES
account_bank_statement_line,12,account_number,character varying,,,,YES
account_bank_statement_line,13,partner_name,character varying,,,,YES
account_bank_statement_line,14,transaction_type,character varying,,,,YES
account_bank_statement_line,15,payment_ref,character varying,,,,YES
account_bank_statement_line,16,internal_index,character varying,,,,YES
account_bank_statement_line,17,transaction_details,jsonb,,,,YES
account_bank_statement_line,18,amount,numeric,,,,YES
account_bank_statement_line,19,amount_currency,numeric,,,,YES
account_bank_statement_line,20,is_reconciled,boolean,,,,YES
account_bank_statement_line,21,create_date,timestamp without time zone,,,,YES
account_bank_statement_line,22,write_date,timestamp without time zone,,,,YES
account_bank_statement_line,23,amount_residual,double precision,,53,,YES
account_cash_rounding,1,id,integer,,32,0,NO
account_cash_rounding,2,create_uid,integer,,32,0,YES
account_cash_rounding,3,write_uid,integer,,32,0,YES
account_cash_rounding,4,strategy,character varying,,,,NO
account_cash_rounding,5,rounding_method,character varying,,,,NO
account_cash_rounding,6,name,jsonb,,,,NO
account_cash_rounding,7,profit_account_id,jsonb,,,,YES
account_cash_rounding,8,loss_account_id,jsonb,,,,YES
account_cash_rounding,9,create_date,timestamp without time zone,,,,YES
account_cash_rounding,10,write_date,timestamp without time zone,,,,YES
account_cash_rounding,11,rounding,double precision,,53,,NO
account_debit_note,1,id,integer,,32,0,NO
account_debit_note,2,journal_id,integer,,32,0,YES
account_debit_note,3,create_uid,integer,,32,0,YES
account_debit_note,4,write_uid,integer,,32,0,YES
account_debit_note,5,reason,character varying,,,,YES
account_debit_note,6,date,date,,,,NO
account_debit_note,7,copy_lines,boolean,,,,YES
account_debit_note,8,create_date,timestamp without time zone,,,,YES
account_debit_note,9,write_date,timestamp without time zone,,,,YES
account_financial_year_op,1,id,integer,,32,0,NO
account_financial_year_op,2,company_id,integer,,32,0,NO
account_financial_year_op,3,create_uid,integer,,32,0,YES
account_financial_year_op,4,write_uid,integer,,32,0,YES
account_financial_year_op,5,create_date,timestamp without time zone,,,,YES
account_financial_year_op,6,write_date,timestamp without time zone,,,,YES
account_fiscal_position,1,id,integer,,32,0,NO
account_fiscal_position,2,sequence,integer,,32,0,YES
account_fiscal_position,3,company_id,integer,,32,0,NO
account_fiscal_position,4,country_id,integer,,32,0,YES
account_fiscal_position,5,country_group_id,integer,,32,0,YES
account_fiscal_position,6,create_uid,integer,,32,0,YES
account_fiscal_position,7,write_uid,integer,,32,0,YES
account_fiscal_position,8,zip_from,character varying,,,,YES
account_fiscal_position,9,zip_to,character varying,,,,YES
account_fiscal_position,10,foreign_vat,character varying,,,,YES
account_fiscal_position,11,name,jsonb,,,,NO
account_fiscal_position,12,note,jsonb,,,,YES
account_fiscal_position,13,active,boolean,,,,YES
account_fiscal_position,14,auto_apply,boolean,,,,YES
account_fiscal_position,15,vat_required,boolean,,,,YES
account_fiscal_position,16,is_domestic,boolean,,,,YES
account_fiscal_position,17,create_date,timestamp without time zone,,,,YES
account_fiscal_position,18,write_date,timestamp without time zone,,,,YES
account_fiscal_position_account,1,id,integer,,32,0,NO
account_fiscal_position_account,2,position_id,integer,,32,0,NO
account_fiscal_position_account,3,company_id,integer,,32,0,YES
account_fiscal_position_account,4,account_src_id,integer,,32,0,NO
account_fiscal_position_account,5,account_dest_id,integer,,32,0,NO
account_fiscal_position_account,6,create_uid,integer,,32,0,YES
account_fiscal_position_account,7,write_uid,integer,,32,0,YES
account_fiscal_position_account,8,create_date,timestamp without time zone,,,,YES
account_fiscal_position_account,9,write_date,timestamp without time zone,,,,YES
account_fiscal_position_account_tax_rel,1,account_fiscal_position_id,integer,,32,0,NO
account_fiscal_position_account_tax_rel,2,account_tax_id,integer,,32,0,NO
account_fiscal_position_res_country_state_rel,1,account_fiscal_position_id,integer,,32,0,NO
account_fiscal_position_res_country_state_rel,2,res_country_state_id,integer,,32,0,NO
account_full_reconcile,1,id,integer,,32,0,NO
account_full_reconcile,2,create_uid,integer,,32,0,YES
account_full_reconcile,3,write_uid,integer,,32,0,YES
account_full_reconcile,4,create_date,timestamp without time zone,,,,YES
account_full_reconcile,5,write_date,timestamp without time zone,,,,YES
account_group,1,id,integer,,32,0,NO
account_group,2,parent_id,integer,,32,0,YES
account_group,3,company_id,integer,,32,0,NO
account_group,4,create_uid,integer,,32,0,YES
account_group,5,write_uid,integer,,32,0,YES
account_group,6,code_prefix_start,character varying,,,,YES
account_group,7,code_prefix_end,character varying,,,,YES
account_group,8,name,jsonb,,,,NO
account_group,9,create_date,timestamp without time zone,,,,YES
account_group,10,write_date,timestamp without time zone,,,,YES
account_incoterms,1,id,integer,,32,0,NO
account_incoterms,2,create_uid,integer,,32,0,YES
account_incoterms,3,write_uid,integer,,32,0,YES
account_incoterms,4,code,character varying,3,,,NO
account_incoterms,5,name,jsonb,,,,NO
account_incoterms,6,active,boolean,,,,YES
account_incoterms,7,create_date,timestamp without time zone,,,,YES
account_incoterms,8,write_date,timestamp without time zone,,,,YES
account_invoice_transaction_rel,1,invoice_id,integer,,32,0,NO
account_invoice_transaction_rel,2,transaction_id,integer,,32,0,NO
account_journal,1,id,integer,,32,0,NO
account_journal,2,alias_id,integer,,32,0,YES
account_journal,3,default_account_id,integer,,32,0,YES
account_journal,4,suspense_account_id,integer,,32,0,YES
account_journal,5,non_deductible_account_id,integer,,32,0,YES
account_journal,6,sequence,integer,,32,0,YES
account_journal,7,currency_id,integer,,32,0,YES
account_journal,8,company_id,integer,,32,0,NO
account_journal,9,invoice_template_pdf_report_id,integer,,32,0,YES
account_journal,10,profit_account_id,integer,,32,0,YES
account_journal,11,loss_account_id,integer,,32,0,YES
account_journal,12,bank_account_id,integer,,32,0,YES
account_journal,13,create_uid,integer,,32,0,YES
account_journal,14,write_uid,integer,,32,0,YES
account_journal,15,color,integer,,32,0,YES
account_journal,16,access_token,character varying,,,,YES
account_journal,17,code,character varying,5,,,NO
account_journal,18,type,character varying,,,,NO
account_journal,19,invoice_reference_type,character varying,,,,NO
account_journal,20,invoice_reference_model,character varying,,,,NO
account_journal,21,bank_statements_source,character varying,,,,YES
account_journal,22,incoming_einvoice_notification_email,character varying,,,,YES
account_journal,23,name,jsonb,,,,NO
account_journal,24,sequence_override_regex,text,,,,YES
account_journal,25,active,boolean,,,,YES
account_journal,26,is_self_billing,boolean,,,,YES
account_journal,27,restrict_mode_hash_table,boolean,,,,YES
account_journal,28,refund_sequence,boolean,,,,YES
account_journal,29,payment_sequence,boolean,,,,YES
account_journal,30,show_on_dashboard,boolean,,,,YES
account_journal,31,create_date,timestamp without time zone,,,,YES
account_journal,32,write_date,timestamp without time zone,,,,YES
account_journal,33,debit_sequence,boolean,,,,YES
account_journal_account_journal_group_rel,1,account_journal_group_id,integer,,32,0,NO
account_journal_account_journal_group_rel,2,account_journal_id,integer,,32,0,NO
account_journal_account_reconcile_model_rel,1,account_reconcile_model_id,integer,,32,0,NO
account_journal_account_reconcile_model_rel,2,account_journal_id,integer,,32,0,NO
account_journal_group,1,id,integer,,32,0,NO
account_journal_group,2,company_id,integer,,32,0,YES
account_journal_group,3,sequence,integer,,32,0,YES
account_journal_group,4,create_uid,integer,,32,0,YES
account_journal_group,5,write_uid,integer,,32,0,YES
account_journal_group,6,name,jsonb,,,,NO
account_journal_group,7,create_date,timestamp without time zone,,,,YES
account_journal_group,8,write_date,timestamp without time zone,,,,YES
account_lock_exception,1,id,integer,,32,0,NO
account_lock_exception,2,company_id,integer,,32,0,NO
account_lock_exception,3,user_id,integer,,32,0,YES
account_lock_exception,4,create_uid,integer,,32,0,YES
account_lock_exception,5,write_uid,integer,,32,0,YES
account_lock_exception,6,reason,character varying,,,,YES
account_lock_exception,7,lock_date_field,character varying,,,,NO
account_lock_exception,8,lock_date,date,,,,YES
account_lock_exception,9,company_lock_date,date,,,,YES
account_lock_exception,10,active,boolean,,,,YES
account_lock_exception,11,end_datetime,timestamp without time zone,,,,YES
account_lock_exception,12,create_date,timestamp without time zone,,,,YES
account_lock_exception,13,write_date,timestamp without time zone,,,,YES
account_merge_wizard,1,id,integer,,32,0,NO
account_merge_wizard,2,create_uid,integer,,32,0,YES
account_merge_wizard,3,write_uid,integer,,32,0,YES
account_merge_wizard,4,is_group_by_name,boolean,,,,YES
account_merge_wizard,5,create_date,timestamp without time zone,,,,YES
account_merge_wizard,6,write_date,timestamp without time zone,,,,YES
account_merge_wizard_line,1,id,integer,,32,0,NO
account_merge_wizard_line,2,wizard_id,integer,,32,0,NO
account_merge_wizard_line,3,sequence,integer,,32,0,YES
account_merge_wizard_line,4,account_id,integer,,32,0,YES
account_merge_wizard_line,5,create_uid,integer,,32,0,YES
account_merge_wizard_line,6,write_uid,integer,,32,0,YES
account_merge_wizard_line,7,grouping_key,character varying,,,,YES
account_merge_wizard_line,8,display_type,character varying,,,,NO
account_merge_wizard_line,9,is_selected,boolean,,,,YES
account_merge_wizard_line,10,create_date,timestamp without time zone,,,,YES
account_merge_wizard_line,11,write_date,timestamp without time zone,,,,YES
account_move,1,id,integer,,32,0,NO
account_move,2,sequence_number,integer,,32,0,YES
account_move,3,message_main_attachment_id,integer,,32,0,YES
account_move,4,journal_id,integer,,32,0,NO
account_move,5,company_id,integer,,32,0,YES
account_move,6,origin_payment_id,integer,,32,0,YES
account_move,7,statement_line_id,integer,,32,0,YES
account_move,8,tax_cash_basis_rec_id,integer,,32,0,YES
account_move,9,tax_cash_basis_origin_move_id,integer,,32,0,YES
account_move,10,auto_post_origin_id,integer,,32,0,YES
account_move,11,secure_sequence_number,integer,,32,0,YES
account_move,12,invoice_payment_term_id,integer,,32,0,YES
account_move,13,partner_id,integer,,32,0,YES
account_move,14,commercial_partner_id,integer,,32,0,YES
account_move,15,partner_shipping_id,integer,,32,0,YES
account_move,16,partner_bank_id,integer,,32,0,YES
account_move,17,fiscal_position_id,integer,,32,0,YES
account_move,18,preferred_payment_method_line_id,integer,,32,0,YES
account_move,19,currency_id,integer,,32,0,NO
account_move,20,reversed_entry_id,integer,,32,0,YES
account_move,21,invoice_user_id,integer,,32,0,YES
account_move,22,invoice_incoterm_id,integer,,32,0,YES
account_move,23,invoice_cash_rounding_id,integer,,32,0,YES
account_move,24,create_uid,integer,,32,0,YES
account_move,25,write_uid,integer,,32,0,YES
account_move,26,sequence_prefix,character varying,,,,YES
account_move,27,access_token,character varying,,,,YES
account_move,28,name,character varying,,,,YES
account_move,29,ref,character varying,,,,YES
account_move,30,state,character varying,,,,NO
account_move,31,move_type,character varying,,,,NO
account_move,32,auto_post,character varying,,,,NO
account_move,33,inalterable_hash,character varying,,,,YES
account_move,34,payment_reference,character varying,,,,YES
account_move,35,qr_code_method,character varying,,,,YES
account_move,36,payment_state,character varying,,,,YES
account_move,37,invoice_source_email,character varying,,,,YES
account_move,38,invoice_partner_display_name,character varying,,,,YES
account_move,39,invoice_origin,character varying,,,,YES
account_move,40,incoterm_location,character varying,,,,YES
account_move,41,date,date,,,,NO
account_move,42,auto_post_until,date,,,,YES
account_move,43,invoice_date,date,,,,YES
account_move,44,invoice_date_due,date,,,,YES
account_move,45,delivery_date,date,,,,YES
account_move,46,taxable_supply_date,date,,,,YES
account_move,47,sending_data,jsonb,,,,YES
account_move,48,narration,text,,,,YES
account_move,49,invoice_currency_rate,numeric,,,,YES
account_move,50,amount_untaxed,numeric,,,,YES
account_move,51,amount_tax,numeric,,,,YES
account_move,52,amount_total,numeric,,,,YES
account_move,53,amount_residual,numeric,,,,YES
account_move,54,amount_untaxed_signed,numeric,,,,YES
account_move,55,amount_untaxed_in_currency_signed,numeric,,,,YES
account_move,56,amount_tax_signed,numeric,,,,YES
account_move,57,amount_total_signed,numeric,,,,YES
account_move,58,amount_total_in_currency_signed,numeric,,,,YES
account_move,59,amount_residual_signed,numeric,,,,YES
account_move,60,quick_edit_total_amount,numeric,,,,YES
account_move,61,always_tax_exigible,boolean,,,,YES
account_move,62,checked,boolean,,,,YES
account_move,63,posted_before,boolean,,,,YES
account_move,64,made_sequence_gap,boolean,,,,YES
account_move,65,is_manually_modified,boolean,,,,YES
account_move,66,is_move_sent,boolean,,,,YES
account_move,67,create_date,timestamp without time zone,,,,YES
account_move,68,write_date,timestamp without time zone,,,,YES
account_move,69,debit_origin_id,integer,,32,0,YES
account_move,70,l10n_in_state_id,integer,,32,0,YES
account_move,71,l10n_in_shipping_port_code_id,integer,,32,0,YES
account_move,72,l10n_in_reseller_partner_id,integer,,32,0,YES
account_move,73,l10n_in_withholding_ref_move_id,integer,,32,0,YES
account_move,74,l10n_in_withholding_ref_payment_id,integer,,32,0,YES
account_move,75,l10n_in_gst_treatment,character varying,,,,YES
account_move,76,l10n_in_gstin,character varying,,,,YES
account_move,77,l10n_in_shipping_bill_number,character varying,,,,YES
account_move,78,l10n_in_shipping_bill_date,date,,,,YES
account_move,79,l10n_in_is_withholding,boolean,,,,YES
account_move__account_payment,1,invoice_id,integer,,32,0,NO
account_move__account_payment,2,payment_id,integer,,32,0,NO
account_move_account_move_send_batch_wizard_rel,1,account_move_send_batch_wizard_id,integer,,32,0,NO
account_move_account_move_send_batch_wizard_rel,2,account_move_id,integer,,32,0,NO
account_move_account_resequence_wizard_rel,1,account_resequence_wizard_id,integer,,32,0,NO
account_move_account_resequence_wizard_rel,2,account_move_id,integer,,32,0,NO
account_move_debit_move,1,debit_id,integer,,32,0,NO
account_move_debit_move,2,move_id,integer,,32,0,NO
account_move_line,1,id,integer,,32,0,NO
account_move_line,2,move_id,integer,,32,0,NO
account_move_line,3,journal_id,integer,,32,0,YES
account_move_line,4,company_id,integer,,32,0,YES
account_move_line,5,company_currency_id,integer,,32,0,YES
account_move_line,6,sequence,integer,,32,0,YES
account_move_line,7,account_id,integer,,32,0,YES
account_move_line,8,currency_id,integer,,32,0,NO
account_move_line,9,partner_id,integer,,32,0,YES
account_move_line,10,reconcile_model_id,integer,,32,0,YES
account_move_line,11,payment_id,integer,,32,0,YES
account_move_line,12,statement_line_id,integer,,32,0,YES
account_move_line,13,statement_id,integer,,32,0,YES
account_move_line,14,group_tax_id,integer,,32,0,YES
account_move_line,15,tax_line_id,integer,,32,0,YES
account_move_line,16,tax_group_id,integer,,32,0,YES
account_move_line,17,tax_repartition_line_id,integer,,32,0,YES
account_move_line,18,full_reconcile_id,integer,,32,0,YES
account_move_line,19,product_id,integer,,32,0,YES
account_move_line,20,product_uom_id,integer,,32,0,YES
account_move_line,21,create_uid,integer,,32,0,YES
account_move_line,22,write_uid,integer,,32,0,YES
account_move_line,23,move_name,character varying,,,,YES
account_move_line,24,parent_state,character varying,,,,YES
account_move_line,25,ref,character varying,,,,YES
account_move_line,26,name,character varying,,,,YES
account_move_line,27,matching_number,character varying,,,,YES
account_move_line,28,display_type,character varying,,,,NO
account_move_line,29,date,date,,,,YES
account_move_line,30,invoice_date,date,,,,YES
account_move_line,31,date_maturity,date,,,,YES
account_move_line,32,discount_date,date,,,,YES
account_move_line,33,analytic_distribution,jsonb,,,,YES
account_move_line,34,extra_tax_data,jsonb,,,,YES
account_move_line,35,debit,numeric,,,,YES
account_move_line,36,credit,numeric,,,,YES
account_move_line,37,balance,numeric,,,,YES
account_move_line,38,amount_currency,numeric,,,,YES
account_move_line,39,tax_base_amount,numeric,,,,YES
account_move_line,40,amount_residual,numeric,,,,YES
account_move_line,41,amount_residual_currency,numeric,,,,YES
account_move_line,42,quantity,numeric,,,,YES
account_move_line,43,price_unit,numeric,,,,YES
account_move_line,44,price_subtotal,numeric,,,,YES
account_move_line,45,price_total,numeric,,,,YES
account_move_line,46,discount,numeric,,,,YES
account_move_line,47,discount_amount_currency,numeric,,,,YES
account_move_line,48,discount_balance,numeric,,,,YES
account_move_line,49,is_storno,boolean,,,,YES
account_move_line,50,is_imported,boolean,,,,YES
account_move_line,51,reconciled,boolean,,,,YES
account_move_line,52,collapse_composition,boolean,,,,YES
account_move_line,53,collapse_prices,boolean,,,,YES
account_move_line,54,no_followup,boolean,,,,YES
account_move_line,55,create_date,timestamp without time zone,,,,YES
account_move_line,56,write_date,timestamp without time zone,,,,YES
account_move_line,57,deductible_amount,double precision,,53,,YES
account_move_line,58,expense_id,integer,,32,0,YES
account_move_line,59,l10n_in_hsn_code,character varying,,,,YES
account_move_line,60,l10n_in_gstr_section,character varying,,,,YES
account_move_line,61,loan_id,integer,,32,0,YES
account_move_line_account_tax_rel,1,account_move_line_id,integer,,32,0,NO
account_move_line_account_tax_rel,2,account_tax_id,integer,,32,0,NO
account_move_reversal,1,id,integer,,32,0,NO
account_move_reversal,2,journal_id,integer,,32,0,NO
account_move_reversal,3,company_id,integer,,32,0,NO
account_move_reversal,4,create_uid,integer,,32,0,YES
account_move_reversal,5,write_uid,integer,,32,0,YES
account_move_reversal,6,reason,character varying,,,,YES
account_move_reversal,7,date,date,,,,YES
account_move_reversal,8,create_date,timestamp without time zone,,,,YES
account_move_reversal,9,write_date,timestamp without time zone,,,,YES
account_move_reversal_move,1,reversal_id,integer,,32,0,NO
account_move_reversal_move,2,move_id,integer,,32,0,NO
account_move_reversal_new_move,1,reversal_id,integer,,32,0,NO
