conname,contype,src_table,src_cols,tgt_table,tgt_cols,confdeltype
hr_structure_salary_rule_rel_struct_id_fkey,f,hr_structure_salary_rule_rel,struct_id,hr_payroll_structure,id,c
hr_structure_salary_rule_rel_pkey,p,hr_structure_salary_rule_rel,"struct_id,rule_id",,, 
hr_talent_pool_company_id_fkey,f,hr_talent_pool,company_id,res_company,id,n
hr_talent_pool_create_uid_fkey,f,hr_talent_pool,create_uid,res_users,id,n
hr_talent_pool_pool_manager_fkey,f,hr_talent_pool,pool_manager,res_users,id,n
hr_talent_pool_write_uid_fkey,f,hr_talent_pool,write_uid,res_users,id,n
hr_talent_pool_pkey,p,hr_talent_pool,id,,, 
hr_talent_pool_talent_pool_ad_talent_pool_add_applicants_i_fkey,f,hr_talent_pool_talent_pool_add_applicants_rel,talent_pool_add_applicants_id,talent_pool_add_applicants,id,c
hr_talent_pool_talent_pool_add_applicant_hr_talent_pool_id_fkey,f,hr_talent_pool_talent_pool_add_applicants_rel,hr_talent_pool_id,hr_talent_pool,id,c
hr_talent_pool_talent_pool_add_applicants_rel_pkey,p,hr_talent_pool_talent_pool_add_applicants_rel,"talent_pool_add_applicants_id,hr_talent_pool_id",,, 
hr_version_address_id_fkey,f,hr_version,address_id,res_partner,id,n
hr_version_analytic_account_id_fkey,f,hr_version,analytic_account_id,account_analytic_account,id,n
hr_version_company_id_fkey,f,hr_version,company_id,res_company,id,n
hr_version_contract_template_id_fkey,f,hr_version,contract_template_id,hr_version,id,n
hr_version_contract_type_id_fkey,f,hr_version,contract_type_id,hr_contract_type,id,n
hr_version_country_id_fkey,f,hr_version,country_id,res_country,id,n
hr_version_create_uid_fkey,f,hr_version,create_uid,res_users,id,n
hr_version_department_id_fkey,f,hr_version,department_id,hr_department,id,n
hr_version_departure_reason_id_fkey,f,hr_version,departure_reason_id,hr_departure_reason,id,r
hr_version_employee_id_fkey,f,hr_version,employee_id,hr_employee,id,n
hr_version_hr_responsible_id_fkey,f,hr_version,hr_responsible_id,res_users,id,r
hr_version_job_id_fkey,f,hr_version,job_id,hr_job,id,n
hr_version_journal_id_fkey,f,hr_version,journal_id,account_journal,id,n
hr_version_last_modified_uid_fkey,f,hr_version,last_modified_uid,res_users,id,r
hr_version_private_country_id_fkey,f,hr_version,private_country_id,res_country,id,n
hr_version_private_state_id_fkey,f,hr_version,private_state_id,res_country_state,id,n
hr_version_resource_calendar_id_fkey,f,hr_version,resource_calendar_id,resource_calendar,id,n
hr_version_ruleset_id_fkey,f,hr_version,ruleset_id,hr_attendance_overtime_ruleset,id,n
hr_version_struct_id_fkey,f,hr_version,struct_id,hr_payroll_structure,id,n
hr_version_structure_type_id_fkey,f,hr_version,structure_type_id,hr_payroll_structure_type,id,n
hr_version_work_location_id_fkey,f,hr_version,work_location_id,hr_work_location,id,n
hr_version_write_uid_fkey,f,hr_version,write_uid,res_users,id,n
hr_version_pkey,p,hr_version,id,,, 
hr_version_wizard_contract_template_id_fkey,f,hr_version_wizard,contract_template_id,hr_version,id,c
hr_version_wizard_create_uid_fkey,f,hr_version_wizard,create_uid,res_users,id,n
hr_version_wizard_write_uid_fkey,f,hr_version_wizard,write_uid,res_users,id,n
hr_version_wizard_pkey,p,hr_version_wizard,id,,, 
hr_work_location_address_id_fkey,f,hr_work_location,address_id,res_partner,id,r
hr_work_location_company_id_fkey,f,hr_work_location,company_id,res_company,id,r
hr_work_location_create_uid_fkey,f,hr_work_location,create_uid,res_users,id,n
hr_work_location_write_uid_fkey,f,hr_work_location,write_uid,res_users,id,n
hr_work_location_pkey,p,hr_work_location,id,,, 
html_editor_converter_test_create_uid_fkey,f,html_editor_converter_test,create_uid,res_users,id,n
html_editor_converter_test_many2one_fkey,f,html_editor_converter_test,many2one,html_editor_converter_test_sub,id,n
html_editor_converter_test_write_uid_fkey,f,html_editor_converter_test,write_uid,res_users,id,n
html_editor_converter_test_pkey,p,html_editor_converter_test,id,,, 
html_editor_converter_test_sub_create_uid_fkey,f,html_editor_converter_test_sub,create_uid,res_users,id,n
html_editor_converter_test_sub_write_uid_fkey,f,html_editor_converter_test_sub,write_uid,res_users,id,n
html_editor_converter_test_sub_pkey,p,html_editor_converter_test_sub,id,,, 
iap_account_create_uid_fkey,f,iap_account,create_uid,res_users,id,n
iap_account_service_id_fkey,f,iap_account,service_id,iap_service,id,r
iap_account_write_uid_fkey,f,iap_account,write_uid,res_users,id,n
iap_account_pkey,p,iap_account,id,,, 
iap_account_res_company_rel_iap_account_id_fkey,f,iap_account_res_company_rel,iap_account_id,iap_account,id,c
iap_account_res_company_rel_res_company_id_fkey,f,iap_account_res_company_rel,res_company_id,res_company,id,c
iap_account_res_company_rel_pkey,p,iap_account_res_company_rel,"iap_account_id,res_company_id",,, 
iap_account_res_users_rel_iap_account_id_fkey,f,iap_account_res_users_rel,iap_account_id,iap_account,id,c
iap_account_res_users_rel_res_users_id_fkey,f,iap_account_res_users_rel,res_users_id,res_users,id,c
iap_account_res_users_rel_pkey,p,iap_account_res_users_rel,"iap_account_id,res_users_id",,, 
iap_service_create_uid_fkey,f,iap_service,create_uid,res_users,id,n
iap_service_write_uid_fkey,f,iap_service,write_uid,res_users,id,n
iap_service_pkey,p,iap_service,id,,, 
iap_service_unique_technical_name,u,iap_service,technical_name,,, 
id_attachment_rel_attach_ref_fkey,f,id_attachment_rel,attach_ref,ir_attachment,id,c
id_attachment_rel_id_ref_fkey,f,id_attachment_rel,id_ref,hr_employee,id,c
id_attachment_rel_pkey,p,id_attachment_rel,"id_ref,attach_ref",,, 
ir_act_client_binding_model_id_fkey,f,ir_act_client,binding_model_id,ir_model,id,c
ir_act_client_create_uid_fkey,f,ir_act_client,create_uid,res_users,id,n
ir_act_client_write_uid_fkey,f,ir_act_client,write_uid,res_users,id,n
ir_act_client_pkey,p,ir_act_client,id,,, 
ir_act_client_path_unique,u,ir_act_client,path,,, 
ir_act_report_xml_binding_model_id_fkey,f,ir_act_report_xml,binding_model_id,ir_model,id,c
ir_act_report_xml_create_uid_fkey,f,ir_act_report_xml,create_uid,res_users,id,n
ir_act_report_xml_paperformat_id_fkey,f,ir_act_report_xml,paperformat_id,report_paperformat,id,n
ir_act_report_xml_write_uid_fkey,f,ir_act_report_xml,write_uid,res_users,id,n
ir_act_report_xml_pkey,p,ir_act_report_xml,id,,, 
ir_act_report_xml_path_unique,u,ir_act_report_xml,path,,, 
ir_act_server_activity_type_id_fkey,f,ir_act_server,activity_type_id,mail_activity_type,id,r
ir_act_server_activity_user_id_fkey,f,ir_act_server,activity_user_id,res_users,id,n
ir_act_server_binding_model_id_fkey,f,ir_act_server,binding_model_id,ir_model,id,c
ir_act_server_create_uid_fkey,f,ir_act_server,create_uid,res_users,id,n
ir_act_server_crud_model_id_fkey,f,ir_act_server,crud_model_id,ir_model,id,n
ir_act_server_link_field_id_fkey,f,ir_act_server,link_field_id,ir_model_fields,id,n
ir_act_server_model_id_fkey,f,ir_act_server,model_id,ir_model,id,c
ir_act_server_parent_id_fkey,f,ir_act_server,parent_id,ir_act_server,id,c
ir_act_server_selection_value_fkey,f,ir_act_server,selection_value,ir_model_fields_selection,id,c
ir_act_server_sequence_id_fkey,f,ir_act_server,sequence_id,ir_sequence,id,n
ir_act_server_sms_template_id_fkey,f,ir_act_server,sms_template_id,sms_template,id,n
ir_act_server_template_id_fkey,f,ir_act_server,template_id,mail_template,id,n
ir_act_server_update_field_id_fkey,f,ir_act_server,update_field_id,ir_model_fields,id,c
ir_act_server_update_related_model_id_fkey,f,ir_act_server,update_related_model_id,ir_model,id,n
ir_act_server_write_uid_fkey,f,ir_act_server,write_uid,res_users,id,n
ir_act_server_pkey,p,ir_act_server,id,,, 
ir_act_server_path_unique,u,ir_act_server,path,,, 
ir_act_server_group_rel_act_id_fkey,f,ir_act_server_group_rel,act_id,ir_act_server,id,c
ir_act_server_group_rel_gid_fkey,f,ir_act_server_group_rel,gid,res_groups,id,c
ir_act_server_group_rel_pkey,p,ir_act_server_group_rel,"act_id,gid",,, 
ir_act_server_res_partner_rel_ir_act_server_id_fkey,f,ir_act_server_res_partner_rel,ir_act_server_id,ir_act_server,id,c
ir_act_server_res_partner_rel_res_partner_id_fkey,f,ir_act_server_res_partner_rel,res_partner_id,res_partner,id,c
ir_act_server_res_partner_rel_pkey,p,ir_act_server_res_partner_rel,"ir_act_server_id,res_partner_id",,, 
ir_act_server_webhook_field_rel_field_id_fkey,f,ir_act_server_webhook_field_rel,field_id,ir_model_fields,id,c
ir_act_server_webhook_field_rel_server_id_fkey,f,ir_act_server_webhook_field_rel,server_id,ir_act_server,id,c
ir_act_server_webhook_field_rel_pkey,p,ir_act_server_webhook_field_rel,"server_id,field_id",,, 
ir_act_url_binding_model_id_fkey,f,ir_act_url,binding_model_id,ir_model,id,c
ir_act_url_create_uid_fkey,f,ir_act_url,create_uid,res_users,id,n
ir_act_url_write_uid_fkey,f,ir_act_url,write_uid,res_users,id,n
ir_act_url_pkey,p,ir_act_url,id,,, 
ir_act_url_path_unique,u,ir_act_url,path,,, 
ir_act_window_binding_model_id_fkey,f,ir_act_window,binding_model_id,ir_model,id,c
ir_act_window_create_uid_fkey,f,ir_act_window,create_uid,res_users,id,n
ir_act_window_search_view_id_fkey,f,ir_act_window,search_view_id,ir_ui_view,id,n
ir_act_window_view_id_fkey,f,ir_act_window,view_id,ir_ui_view,id,n
ir_act_window_write_uid_fkey,f,ir_act_window,write_uid,res_users,id,n
ir_act_window_pkey,p,ir_act_window,id,,, 
ir_act_window_path_unique,u,ir_act_window,path,,, 
ir_act_window_group_rel_act_id_fkey,f,ir_act_window_group_rel,act_id,ir_act_window,id,c
ir_act_window_group_rel_gid_fkey,f,ir_act_window_group_rel,gid,res_groups,id,c
ir_act_window_group_rel_pkey,p,ir_act_window_group_rel,"act_id,gid",,, 
ir_act_window_view_act_window_id_fkey,f,ir_act_window_view,act_window_id,ir_act_window,id,c
ir_act_window_view_create_uid_fkey,f,ir_act_window_view,create_uid,res_users,id,n
ir_act_window_view_view_id_fkey,f,ir_act_window_view,view_id,ir_ui_view,id,n
ir_act_window_view_write_uid_fkey,f,ir_act_window_view,write_uid,res_users,id,n
ir_act_window_view_pkey,p,ir_act_window_view,id,,, 
ir_actions_binding_model_id_fkey,f,ir_actions,binding_model_id,ir_model,id,c
ir_actions_create_uid_fkey,f,ir_actions,create_uid,res_users,id,n
ir_actions_write_uid_fkey,f,ir_actions,write_uid,res_users,id,n
ir_actions_pkey,p,ir_actions,id,,, 
ir_actions_path_unique,u,ir_actions,path,,, 
ir_actions_server_history_action_id_fkey,f,ir_actions_server_history,action_id,ir_act_server,id,c
ir_actions_server_history_create_uid_fkey,f,ir_actions_server_history,create_uid,res_users,id,n
ir_actions_server_history_write_uid_fkey,f,ir_actions_server_history,write_uid,res_users,id,n
ir_actions_server_history_pkey,p,ir_actions_server_history,id,,, 
ir_actions_todo_create_uid_fkey,f,ir_actions_todo,create_uid,res_users,id,n
ir_actions_todo_write_uid_fkey,f,ir_actions_todo,write_uid,res_users,id,n
ir_actions_todo_pkey,p,ir_actions_todo,id,,, 
ir_asset_create_uid_fkey,f,ir_asset,create_uid,res_users,id,n
ir_asset_write_uid_fkey,f,ir_asset,write_uid,res_users,id,n
ir_asset_pkey,p,ir_asset,id,,, 
ir_attachment_company_id_fkey,f,ir_attachment,company_id,res_company,id,n
ir_attachment_create_uid_fkey,f,ir_attachment,create_uid,res_users,id,n
ir_attachment_original_id_fkey,f,ir_attachment,original_id,ir_attachment,id,n
ir_attachment_write_uid_fkey,f,ir_attachment,write_uid,res_users,id,n
ir_attachment_pkey,p,ir_attachment,id,,, 
ir_config_parameter_create_uid_fkey,f,ir_config_parameter,create_uid,res_users,id,n
ir_config_parameter_write_uid_fkey,f,ir_config_parameter,write_uid,res_users,id,n
ir_config_parameter_pkey,p,ir_config_parameter,id,,, 
ir_config_parameter_key_uniq,u,ir_config_parameter,key,,, 
ir_cron_create_uid_fkey,f,ir_cron,create_uid,res_users,id,n
ir_cron_ir_actions_server_id_fkey,f,ir_cron,ir_actions_server_id,ir_act_server,id,r
ir_cron_user_id_fkey,f,ir_cron,user_id,res_users,id,r
ir_cron_write_uid_fkey,f,ir_cron,write_uid,res_users,id,n
ir_cron_pkey,p,ir_cron,id,,, 
ir_cron_progress_create_uid_fkey,f,ir_cron_progress,create_uid,res_users,id,n
ir_cron_progress_cron_id_fkey,f,ir_cron_progress,cron_id,ir_cron,id,c
ir_cron_progress_write_uid_fkey,f,ir_cron_progress,write_uid,res_users,id,n
ir_cron_progress_pkey,p,ir_cron_progress,id,,, 
ir_cron_trigger_create_uid_fkey,f,ir_cron_trigger,create_uid,res_users,id,n
ir_cron_trigger_cron_id_fkey,f,ir_cron_trigger,cron_id,ir_cron,id,c
ir_cron_trigger_write_uid_fkey,f,ir_cron_trigger,write_uid,res_users,id,n
ir_cron_trigger_pkey,p,ir_cron_trigger,id,,, 
ir_default_company_id_fkey,f,ir_default,company_id,res_company,id,c
ir_default_create_uid_fkey,f,ir_default,create_uid,res_users,id,n
ir_default_field_id_fkey,f,ir_default,field_id,ir_model_fields,id,c
ir_default_user_id_fkey,f,ir_default,user_id,res_users,id,c
ir_default_write_uid_fkey,f,ir_default,write_uid,res_users,id,n
ir_default_pkey,p,ir_default,id,,, 
ir_demo_create_uid_fkey,f,ir_demo,create_uid,res_users,id,n
ir_demo_write_uid_fkey,f,ir_demo,write_uid,res_users,id,n
ir_demo_pkey,p,ir_demo,id,,, 
ir_demo_failure_create_uid_fkey,f,ir_demo_failure,create_uid,res_users,id,n
ir_demo_failure_module_id_fkey,f,ir_demo_failure,module_id,ir_module_module,id,c
ir_demo_failure_wizard_id_fkey,f,ir_demo_failure,wizard_id,ir_demo_failure_wizard,id,n
ir_demo_failure_write_uid_fkey,f,ir_demo_failure,write_uid,res_users,id,n
ir_demo_failure_pkey,p,ir_demo_failure,id,,, 
ir_demo_failure_wizard_create_uid_fkey,f,ir_demo_failure_wizard,create_uid,res_users,id,n
ir_demo_failure_wizard_write_uid_fkey,f,ir_demo_failure_wizard,write_uid,res_users,id,n
ir_demo_failure_wizard_pkey,p,ir_demo_failure_wizard,id,,, 
ir_embedded_actions_create_uid_fkey,f,ir_embedded_actions,create_uid,res_users,id,n
ir_embedded_actions_parent_action_id_fkey,f,ir_embedded_actions,parent_action_id,ir_act_window,id,c
ir_embedded_actions_user_id_fkey,f,ir_embedded_actions,user_id,res_users,id,c
ir_embedded_actions_write_uid_fkey,f,ir_embedded_actions,write_uid,res_users,id,n
ir_embedded_actions_pkey,p,ir_embedded_actions,id,,, 
ir_embedded_actions_res_groups_rel_ir_embedded_actions_id_fkey,f,ir_embedded_actions_res_groups_rel,ir_embedded_actions_id,ir_embedded_actions,id,c
ir_embedded_actions_res_groups_rel_res_groups_id_fkey,f,ir_embedded_actions_res_groups_rel,res_groups_id,res_groups,id,c
ir_embedded_actions_res_groups_rel_pkey,p,ir_embedded_actions_res_groups_rel,"ir_embedded_actions_id,res_groups_id",,, 
ir_exports_create_uid_fkey,f,ir_exports,create_uid,res_users,id,n
ir_exports_write_uid_fkey,f,ir_exports,write_uid,res_users,id,n
ir_exports_pkey,p,ir_exports,id,,, 
ir_exports_line_create_uid_fkey,f,ir_exports_line,create_uid,res_users,id,n
ir_exports_line_export_id_fkey,f,ir_exports_line,export_id,ir_exports,id,c
ir_exports_line_write_uid_fkey,f,ir_exports_line,write_uid,res_users,id,n
ir_exports_line_pkey,p,ir_exports_line,id,,, 
ir_filters_create_uid_fkey,f,ir_filters,create_uid,res_users,id,n
ir_filters_embedded_action_id_fkey,f,ir_filters,embedded_action_id,ir_embedded_actions,id,c
ir_filters_write_uid_fkey,f,ir_filters,write_uid,res_users,id,n
ir_filters_pkey,p,ir_filters,id,,, 
ir_filters_res_users_rel_ir_filters_id_fkey,f,ir_filters_res_users_rel,ir_filters_id,ir_filters,id,c
ir_filters_res_users_rel_res_users_id_fkey,f,ir_filters_res_users_rel,res_users_id,res_users,id,c
ir_filters_res_users_rel_pkey,p,ir_filters_res_users_rel,"ir_filters_id,res_users_id",,, 
ir_logging_pkey,p,ir_logging,id,,, 
ir_mail_server_create_uid_fkey,f,ir_mail_server,create_uid,res_users,id,n
ir_mail_server_owner_user_id_fkey,f,ir_mail_server,owner_user_id,res_users,id,n
ir_mail_server_write_uid_fkey,f,ir_mail_server,write_uid,res_users,id,n
ir_mail_server_pkey,p,ir_mail_server,id,,, 
ir_mail_server_unique_owner_user_id,u,ir_mail_server,owner_user_id,,, 
ir_model_create_uid_fkey,f,ir_model,create_uid,res_users,id,n
ir_model_write_uid_fkey,f,ir_model,write_uid,res_users,id,n
ir_model_pkey,p,ir_model,id,,, 
ir_model_obj_name_uniq,u,ir_model,model,,, 
ir_model_access_create_uid_fkey,f,ir_model_access,create_uid,res_users,id,n
ir_model_access_group_id_fkey,f,ir_model_access,group_id,res_groups,id,r
ir_model_access_model_id_fkey,f,ir_model_access,model_id,ir_model,id,c
ir_model_access_write_uid_fkey,f,ir_model_access,write_uid,res_users,id,n
ir_model_access_pkey,p,ir_model_access,id,,, 
ir_model_constraint_create_uid_fkey,f,ir_model_constraint,create_uid,res_users,id,n
ir_model_constraint_model_fkey,f,ir_model_constraint,model,ir_model,id,c
ir_model_constraint_module_fkey,f,ir_model_constraint,module,ir_module_module,id,c
ir_model_constraint_write_uid_fkey,f,ir_model_constraint,write_uid,res_users,id,n
ir_model_constraint_pkey,p,ir_model_constraint,id,,, 
ir_model_constraint_module_name_uniq,u,ir_model_constraint,"name,module",,, 
ir_model_data_create_uid_fkey,f,ir_model_data,create_uid,res_users,id,n
ir_model_data_write_uid_fkey,f,ir_model_data,write_uid,res_users,id,n
ir_model_data_pkey,p,ir_model_data,id,,, 
ir_model_fields_create_uid_fkey,f,ir_model_fields,create_uid,res_users,id,n
ir_model_fields_model_id_fkey,f,ir_model_fields,model_id,ir_model,id,c
ir_model_fields_related_field_id_fkey,f,ir_model_fields,related_field_id,ir_model_fields,id,c
ir_model_fields_relation_field_id_fkey,f,ir_model_fields,relation_field_id,ir_model_fields,id,c
ir_model_fields_write_uid_fkey,f,ir_model_fields,write_uid,res_users,id,n
ir_model_fields_pkey,p,ir_model_fields,id,,, 
ir_model_fields_name_unique,u,ir_model_fields,"model,name",,, 
ir_model_fields_group_rel_field_id_fkey,f,ir_model_fields_group_rel,field_id,ir_model_fields,id,c
ir_model_fields_group_rel_group_id_fkey,f,ir_model_fields_group_rel,group_id,res_groups,id,c
ir_model_fields_group_rel_pkey,p,ir_model_fields_group_rel,"field_id,group_id",,, 
ir_model_fields_selection_create_uid_fkey,f,ir_model_fields_selection,create_uid,res_users,id,n
ir_model_fields_selection_field_id_fkey,f,ir_model_fields_selection,field_id,ir_model_fields,id,c
ir_model_fields_selection_write_uid_fkey,f,ir_model_fields_selection,write_uid,res_users,id,n
ir_model_fields_selection_pkey,p,ir_model_fields_selection,id,,, 
ir_model_fields_selection_selection_field_uniq,u,ir_model_fields_selection,"field_id,value",,, 
ir_model_inherit_model_id_fkey,f,ir_model_inherit,model_id,ir_model,id,c
ir_model_inherit_parent_field_id_fkey,f,ir_model_inherit,parent_field_id,ir_model_fields,id,c
ir_model_inherit_parent_id_fkey,f,ir_model_inherit,parent_id,ir_model,id,c
ir_model_inherit_pkey,p,ir_model_inherit,id,,, 
ir_model_inherit_uniq,u,ir_model_inherit,"model_id,parent_id",,, 
ir_model_relation_create_uid_fkey,f,ir_model_relation,create_uid,res_users,id,n
ir_model_relation_model_fkey,f,ir_model_relation,model,ir_model,id,c
ir_model_relation_module_fkey,f,ir_model_relation,module,ir_module_module,id,c
ir_model_relation_write_uid_fkey,f,ir_model_relation,write_uid,res_users,id,n
ir_model_relation_pkey,p,ir_model_relation,id,,, 
ir_model_spreadsheet_dashboard_re_spreadsheet_dashboard_id_fkey,f,ir_model_spreadsheet_dashboard_rel,spreadsheet_dashboard_id,spreadsheet_dashboard,id,c
ir_model_spreadsheet_dashboard_rel_ir_model_id_fkey,f,ir_model_spreadsheet_dashboard_rel,ir_model_id,ir_model,id,c
ir_model_spreadsheet_dashboard_rel_pkey,p,ir_model_spreadsheet_dashboard_rel,"spreadsheet_dashboard_id,ir_model_id",,, 
ir_module_category_create_uid_fkey,f,ir_module_category,create_uid,res_users,id,n
ir_module_category_parent_id_fkey,f,ir_module_category,parent_id,ir_module_category,id,n
ir_module_category_write_uid_fkey,f,ir_module_category,write_uid,res_users,id,n
ir_module_category_pkey,p,ir_module_category,id,,, 
ir_module_module_category_id_fkey,f,ir_module_module,category_id,ir_module_category,id,n
ir_module_module_create_uid_fkey,f,ir_module_module,create_uid,res_users,id,n
ir_module_module_write_uid_fkey,f,ir_module_module,write_uid,res_users,id,n
ir_module_module_pkey,p,ir_module_module,id,,, 
ir_module_module_name_uniq,u,ir_module_module,name,,, 
ir_module_module_dependency_module_id_fkey,f,ir_module_module_dependency,module_id,ir_module_module,id,c
ir_module_module_dependency_pkey,p,ir_module_module_dependency,id,,, 
ir_module_module_exclusion_create_uid_fkey,f,ir_module_module_exclusion,create_uid,res_users,id,n
ir_module_module_exclusion_module_id_fkey,f,ir_module_module_exclusion,module_id,ir_module_module,id,c
ir_module_module_exclusion_write_uid_fkey,f,ir_module_module_exclusion,write_uid,res_users,id,n
ir_module_module_exclusion_pkey,p,ir_module_module_exclusion,id,,, 
ir_profile_pkey,p,ir_profile,id,,, 
ir_rule_create_uid_fkey,f,ir_rule,create_uid,res_users,id,n
ir_rule_model_id_fkey,f,ir_rule,model_id,ir_model,id,c
ir_rule_write_uid_fkey,f,ir_rule,write_uid,res_users,id,n
ir_rule_pkey,p,ir_rule,id,,, 
ir_sequence_company_id_fkey,f,ir_sequence,company_id,res_company,id,n
ir_sequence_create_uid_fkey,f,ir_sequence,create_uid,res_users,id,n
ir_sequence_write_uid_fkey,f,ir_sequence,write_uid,res_users,id,n
ir_sequence_pkey,p,ir_sequence,id,,, 
ir_sequence_date_range_create_uid_fkey,f,ir_sequence_date_range,create_uid,res_users,id,n
ir_sequence_date_range_sequence_id_fkey,f,ir_sequence_date_range,sequence_id,ir_sequence,id,c
ir_sequence_date_range_write_uid_fkey,f,ir_sequence_date_range,write_uid,res_users,id,n
ir_sequence_date_range_pkey,p,ir_sequence_date_range,id,,, 
ir_sequence_date_range_unique_range_per_sequence,u,ir_sequence_date_range,"sequence_id,date_from,date_to",,, 
ir_ui_menu_create_uid_fkey,f,ir_ui_menu,create_uid,res_users,id,n
ir_ui_menu_parent_id_fkey,f,ir_ui_menu,parent_id,ir_ui_menu,id,r
ir_ui_menu_write_uid_fkey,f,ir_ui_menu,write_uid,res_users,id,n
ir_ui_menu_pkey,p,ir_ui_menu,id,,, 
ir_ui_menu_group_rel_gid_fkey,f,ir_ui_menu_group_rel,gid,res_groups,id,c
ir_ui_menu_group_rel_menu_id_fkey,f,ir_ui_menu_group_rel,menu_id,ir_ui_menu,id,c
ir_ui_menu_group_rel_pkey,p,ir_ui_menu_group_rel,"menu_id,gid",,, 
ir_ui_view_create_uid_fkey,f,ir_ui_view,create_uid,res_users,id,n
ir_ui_view_inherit_id_fkey,f,ir_ui_view,inherit_id,ir_ui_view,id,r
ir_ui_view_write_uid_fkey,f,ir_ui_view,write_uid,res_users,id,n
ir_ui_view_pkey,p,ir_ui_view,id,,, 
ir_ui_view_custom_create_uid_fkey,f,ir_ui_view_custom,create_uid,res_users,id,n
ir_ui_view_custom_ref_id_fkey,f,ir_ui_view_custom,ref_id,ir_ui_view,id,c
ir_ui_view_custom_user_id_fkey,f,ir_ui_view_custom,user_id,res_users,id,c
ir_ui_view_custom_write_uid_fkey,f,ir_ui_view_custom,write_uid,res_users,id,n
ir_ui_view_custom_pkey,p,ir_ui_view_custom,id,,, 
ir_ui_view_group_rel_group_id_fkey,f,ir_ui_view_group_rel,group_id,res_groups,id,c
ir_ui_view_group_rel_view_id_fkey,f,ir_ui_view_group_rel,view_id,ir_ui_view,id,c
ir_ui_view_group_rel_pkey,p,ir_ui_view_group_rel,"view_id,group_id",,, 
job_add_applicants_create_uid_fkey,f,job_add_applicants,create_uid,res_users,id,n
job_add_applicants_write_uid_fkey,f,job_add_applicants,write_uid,res_users,id,n
job_add_applicants_pkey,p,job_add_applicants,id,,, 
job_favorite_user_rel_job_id_fkey,f,job_favorite_user_rel,job_id,hr_job,id,c
job_favorite_user_rel_user_id_fkey,f,job_favorite_user_rel,user_id,res_users,id,c
job_favorite_user_rel_pkey,p,job_favorite_user_rel,"job_id,user_id",,, 
l10n_in_hr_leave_optional_holiday_company_id_fkey,f,l10n_in_hr_leave_optional_holiday,company_id,res_company,id,r
l10n_in_hr_leave_optional_holiday_create_uid_fkey,f,l10n_in_hr_leave_optional_holiday,create_uid,res_users,id,n
l10n_in_hr_leave_optional_holiday_write_uid_fkey,f,l10n_in_hr_leave_optional_holiday,write_uid,res_users,id,n
l10n_in_hr_leave_optional_holiday_pkey,p,l10n_in_hr_leave_optional_holiday,id,,, 
l10n_in_pan_entity_create_uid_fkey,f,l10n_in_pan_entity,create_uid,res_users,id,n
l10n_in_pan_entity_write_uid_fkey,f,l10n_in_pan_entity,write_uid,res_users,id,n
l10n_in_pan_entity_pkey,p,l10n_in_pan_entity,id,,, 
l10n_in_pan_entity_name_uniq,u,l10n_in_pan_entity,name,,, 
l10n_in_port_code_create_uid_fkey,f,l10n_in_port_code,create_uid,res_users,id,n
l10n_in_port_code_state_id_fkey,f,l10n_in_port_code,state_id,res_country_state,id,n
l10n_in_port_code_write_uid_fkey,f,l10n_in_port_code,write_uid,res_users,id,n
l10n_in_port_code_pkey,p,l10n_in_port_code,id,,, 
l10n_in_port_code_code_uniq,u,l10n_in_port_code,code,,, 
l10n_in_section_alert_create_uid_fkey,f,l10n_in_section_alert,create_uid,res_users,id,n
l10n_in_section_alert_tax_report_line_id_fkey,f,l10n_in_section_alert,tax_report_line_id,account_report_line,id,n
l10n_in_section_alert_write_uid_fkey,f,l10n_in_section_alert,write_uid,res_users,id,n
l10n_in_section_alert_pkey,p,l10n_in_section_alert,id,,, 
l10n_in_withhold_wizard_create_uid_fkey,f,l10n_in_withhold_wizard,create_uid,res_users,id,n
l10n_in_withhold_wizard_journal_id_fkey,f,l10n_in_withhold_wizard,journal_id,account_journal,id,c
l10n_in_withhold_wizard_related_move_id_fkey,f,l10n_in_withhold_wizard,related_move_id,account_move,id,n
l10n_in_withhold_wizard_related_payment_id_fkey,f,l10n_in_withhold_wizard,related_payment_id,account_payment,id,n
l10n_in_withhold_wizard_tax_id_fkey,f,l10n_in_withhold_wizard,tax_id,account_tax,id,c
l10n_in_withhold_wizard_write_uid_fkey,f,l10n_in_withhold_wizard,write_uid,res_users,id,n
l10n_in_withhold_wizard_pkey,p,l10n_in_withhold_wizard,id,,, 
mail_activity_activity_type_id_fkey,f,mail_activity,activity_type_id,mail_activity_type,id,r
mail_activity_calendar_event_id_fkey,f,mail_activity,calendar_event_id,calendar_event,id,c
mail_activity_create_uid_fkey,f,mail_activity,create_uid,res_users,id,n
mail_activity_previous_activity_type_id_fkey,f,mail_activity,previous_activity_type_id,mail_activity_type,id,n
mail_activity_recommended_activity_type_id_fkey,f,mail_activity,recommended_activity_type_id,mail_activity_type,id,n
mail_activity_res_model_id_fkey,f,mail_activity,res_model_id,ir_model,id,c
mail_activity_user_id_fkey,f,mail_activity,user_id,res_users,id,c
mail_activity_write_uid_fkey,f,mail_activity,write_uid,res_users,id,n
mail_activity_pkey,p,mail_activity,id,,, 
mail_activity_plan_company_id_fkey,f,mail_activity_plan,company_id,res_company,id,n
mail_activity_plan_create_uid_fkey,f,mail_activity_plan,create_uid,res_users,id,n
