conname,contype,src_table,src_cols,tgt_table,tgt_cols,confdeltype
digest_digest_pkey,p,digest_digest,id,,, 
digest_digest_res_users_rel_digest_digest_id_fkey,f,digest_digest_res_users_rel,digest_digest_id,digest_digest,id,c
digest_digest_res_users_rel_res_users_id_fkey,f,digest_digest_res_users_rel,res_users_id,res_users,id,c
digest_digest_res_users_rel_pkey,p,digest_digest_res_users_rel,"digest_digest_id,res_users_id",,, 
digest_tip_create_uid_fkey,f,digest_tip,create_uid,res_users,id,n
digest_tip_group_id_fkey,f,digest_tip,group_id,res_groups,id,n
digest_tip_write_uid_fkey,f,digest_tip,write_uid,res_users,id,n
digest_tip_pkey,p,digest_tip,id,,, 
digest_tip_res_users_rel_digest_tip_id_fkey,f,digest_tip_res_users_rel,digest_tip_id,digest_tip,id,c
digest_tip_res_users_rel_res_users_id_fkey,f,digest_tip_res_users_rel,res_users_id,res_users,id,c
digest_tip_res_users_rel_pkey,p,digest_tip_res_users_rel,"digest_tip_id,res_users_id",,, 
discuss_call_history_channel_id_fkey,f,discuss_call_history,channel_id,discuss_channel,id,c
discuss_call_history_create_uid_fkey,f,discuss_call_history,create_uid,res_users,id,n
discuss_call_history_start_call_message_id_fkey,f,discuss_call_history,start_call_message_id,mail_message,id,n
discuss_call_history_write_uid_fkey,f,discuss_call_history,write_uid,res_users,id,n
discuss_call_history_pkey,p,discuss_call_history,id,,, 
discuss_call_history_message_id_unique_constraint,u,discuss_call_history,start_call_message_id,,, 
discuss_channel_create_uid_fkey,f,discuss_channel,create_uid,res_users,id,n
discuss_channel_from_message_id_fkey,f,discuss_channel,from_message_id,mail_message,id,n
discuss_channel_group_public_id_fkey,f,discuss_channel,group_public_id,res_groups,id,n
discuss_channel_parent_channel_id_fkey,f,discuss_channel,parent_channel_id,discuss_channel,id,c
discuss_channel_write_uid_fkey,f,discuss_channel,write_uid,res_users,id,n
discuss_channel_pkey,p,discuss_channel,id,,, 
discuss_channel_from_message_id_unique,u,discuss_channel,from_message_id,,, 
discuss_channel_uuid_unique,u,discuss_channel,uuid,,, 
discuss_channel_hr_department_rel_discuss_channel_id_fkey,f,discuss_channel_hr_department_rel,discuss_channel_id,discuss_channel,id,c
discuss_channel_hr_department_rel_hr_department_id_fkey,f,discuss_channel_hr_department_rel,hr_department_id,hr_department,id,c
discuss_channel_hr_department_rel_pkey,p,discuss_channel_hr_department_rel,"discuss_channel_id,hr_department_id",,, 
discuss_channel_member_channel_id_fkey,f,discuss_channel_member,channel_id,discuss_channel,id,c
discuss_channel_member_create_uid_fkey,f,discuss_channel_member,create_uid,res_users,id,n
discuss_channel_member_fetched_message_id_fkey,f,discuss_channel_member,fetched_message_id,mail_message,id,n
discuss_channel_member_guest_id_fkey,f,discuss_channel_member,guest_id,mail_guest,id,c
discuss_channel_member_partner_id_fkey,f,discuss_channel_member,partner_id,res_partner,id,c
discuss_channel_member_rtc_inviting_session_id_fkey,f,discuss_channel_member,rtc_inviting_session_id,discuss_channel_rtc_session,id,n
discuss_channel_member_seen_message_id_fkey,f,discuss_channel_member,seen_message_id,mail_message,id,n
discuss_channel_member_write_uid_fkey,f,discuss_channel_member,write_uid,res_users,id,n
discuss_channel_member_pkey,p,discuss_channel_member,id,,, 
discuss_channel_res_groups_rel_discuss_channel_id_fkey,f,discuss_channel_res_groups_rel,discuss_channel_id,discuss_channel,id,c
discuss_channel_res_groups_rel_res_groups_id_fkey,f,discuss_channel_res_groups_rel,res_groups_id,res_groups,id,c
discuss_channel_res_groups_rel_pkey,p,discuss_channel_res_groups_rel,"discuss_channel_id,res_groups_id",,, 
discuss_channel_rtc_session_channel_id_fkey,f,discuss_channel_rtc_session,channel_id,discuss_channel,id,n
discuss_channel_rtc_session_channel_member_id_fkey,f,discuss_channel_rtc_session,channel_member_id,discuss_channel_member,id,c
discuss_channel_rtc_session_create_uid_fkey,f,discuss_channel_rtc_session,create_uid,res_users,id,n
discuss_channel_rtc_session_partner_id_fkey,f,discuss_channel_rtc_session,partner_id,res_partner,id,n
discuss_channel_rtc_session_write_uid_fkey,f,discuss_channel_rtc_session,write_uid,res_users,id,n
discuss_channel_rtc_session_pkey,p,discuss_channel_rtc_session,id,,, 
discuss_channel_rtc_session_channel_member_unique,u,discuss_channel_rtc_session,channel_member_id,,, 
discuss_gif_favorite_create_uid_fkey,f,discuss_gif_favorite,create_uid,res_users,id,n
discuss_gif_favorite_write_uid_fkey,f,discuss_gif_favorite,write_uid,res_users,id,n
discuss_gif_favorite_pkey,p,discuss_gif_favorite,id,,, 
discuss_gif_favorite_user_gif_favorite,u,discuss_gif_favorite,"create_uid,tenor_gif_id",,, 
discuss_voice_metadata_attachment_id_fkey,f,discuss_voice_metadata,attachment_id,ir_attachment,id,c
discuss_voice_metadata_create_uid_fkey,f,discuss_voice_metadata,create_uid,res_users,id,n
discuss_voice_metadata_write_uid_fkey,f,discuss_voice_metadata,write_uid,res_users,id,n
discuss_voice_metadata_pkey,p,discuss_voice_metadata,id,,, 
doc_attach_rel_attach_id3_fkey,f,doc_attach_rel,attach_id3,ir_attachment,id,c
doc_attach_rel_doc_id_fkey,f,doc_attach_rel,doc_id,hr_employee_document,id,c
doc_attach_rel_pkey,p,doc_attach_rel,"doc_id,attach_id3",,, 
doc_attachment_ids_attach_id3_fkey,f,doc_attachment_ids,attach_id3,ir_attachment,id,c
doc_attachment_ids_doc_id_fkey,f,doc_attachment_ids,doc_id,hr_employee_document,id,c
doc_attachment_ids_pkey,p,doc_attachment_ids,"attach_id3,doc_id",,, 
doc_warning_rel_attach_id4_fkey,f,doc_warning_rel,attach_id4,ir_attachment,id,c
doc_warning_rel_doc_id_fkey,f,doc_warning_rel,doc_id,hr_announcement,id,c
doc_warning_rel_pkey,p,doc_warning_rel,"doc_id,attach_id4",,, 
document_category_create_uid_fkey,f,document_category,create_uid,res_users,id,n
document_category_parent_id_fkey,f,document_category,parent_id,document_category,id,c
document_category_write_uid_fkey,f,document_category,write_uid,res_users,id,n
document_category_pkey,p,document_category,id,,, 
document_export_wizard_create_uid_fkey,f,document_export_wizard,create_uid,res_users,id,n
document_export_wizard_template_id_fkey,f,document_export_wizard,template_id,document_template,id,c
document_export_wizard_write_uid_fkey,f,document_export_wizard,write_uid,res_users,id,n
document_export_wizard_pkey,p,document_export_wizard,id,,, 
document_export_wizard_line_create_uid_fkey,f,document_export_wizard_line,create_uid,res_users,id,n
document_export_wizard_line_variable_id_fkey,f,document_export_wizard_line,variable_id,document_template_variable,id,n
document_export_wizard_line_wizard_id_fkey,f,document_export_wizard_line,wizard_id,document_export_wizard,id,c
document_export_wizard_line_write_uid_fkey,f,document_export_wizard_line,write_uid,res_users,id,n
document_export_wizard_line_pkey,p,document_export_wizard_line,id,,, 
document_tag_create_uid_fkey,f,document_tag,create_uid,res_users,id,n
document_tag_write_uid_fkey,f,document_tag,write_uid,res_users,id,n
document_tag_pkey,p,document_tag,id,,, 
document_tag_document_template_rel_document_tag_id_fkey,f,document_tag_document_template_rel,document_tag_id,document_tag,id,c
document_tag_document_template_rel_document_template_id_fkey,f,document_tag_document_template_rel,document_template_id,document_template,id,c
document_tag_document_template_rel_pkey,p,document_tag_document_template_rel,"document_template_id,document_tag_id",,, 
document_template_category_id_fkey,f,document_template,category_id,document_category,id,n
document_template_company_id_fkey,f,document_template,company_id,res_company,id,n
document_template_create_uid_fkey,f,document_template,create_uid,res_users,id,n
document_template_write_uid_fkey,f,document_template,write_uid,res_users,id,n
document_template_pkey,p,document_template,id,,, 
document_template_variable_create_uid_fkey,f,document_template_variable,create_uid,res_users,id,n
document_template_variable_template_id_fkey,f,document_template_variable,template_id,document_template,id,c
document_template_variable_write_uid_fkey,f,document_template_variable,write_uid,res_users,id,n
document_template_variable_pkey,p,document_template_variable,id,,, 
document_type_create_uid_fkey,f,document_type,create_uid,res_users,id,n
document_type_write_uid_fkey,f,document_type,write_uid,res_users,id,n
document_type_pkey,p,document_type,id,,, 
email_template_attachment_rel_attachment_id_fkey,f,email_template_attachment_rel,attachment_id,ir_attachment,id,c
email_template_attachment_rel_email_template_id_fkey,f,email_template_attachment_rel,email_template_id,mail_template,id,c
email_template_attachment_rel_pkey,p,email_template_attachment_rel,"email_template_id,attachment_id",,, 
employee_bank_account_rel_bank_account_id_fkey,f,employee_bank_account_rel,bank_account_id,res_partner_bank,id,c
employee_bank_account_rel_employee_id_fkey,f,employee_bank_account_rel,employee_id,hr_employee,id,c
employee_bank_account_rel_pkey,p,employee_bank_account_rel,"employee_id,bank_account_id",,, 
employee_category_rel_category_id_fkey,f,employee_category_rel,category_id,hr_employee_category,id,c
employee_category_rel_employee_id_fkey,f,employee_category_rel,employee_id,hr_employee,id,c
employee_category_rel_pkey,p,employee_category_rel,"employee_id,category_id",,, 
employee_transfer_create_uid_fkey,f,employee_transfer,create_uid,res_users,id,n
employee_transfer_employee_id_fkey,f,employee_transfer,employee_id,hr_employee,id,r
employee_transfer_old_employee_id_fkey,f,employee_transfer,old_employee_id,hr_employee,id,n
employee_transfer_responsible_employee_id_fkey,f,employee_transfer,responsible_employee_id,hr_employee,id,n
employee_transfer_transfer_company_id_fkey,f,employee_transfer,transfer_company_id,res_company,id,r
employee_transfer_write_uid_fkey,f,employee_transfer,write_uid,res_users,id,n
employee_transfer_pkey,p,employee_transfer,id,,, 
event_event_address_id_fkey,f,event_event,address_id,res_partner,id,n
event_event_company_id_fkey,f,event_event,company_id,res_company,id,n
event_event_country_id_fkey,f,event_event,country_id,res_country,id,n
event_event_create_uid_fkey,f,event_event,create_uid,res_users,id,n
event_event_event_type_id_fkey,f,event_event,event_type_id,event_type,id,n
event_event_organizer_id_fkey,f,event_event,organizer_id,res_partner,id,n
event_event_stage_id_fkey,f,event_event,stage_id,event_stage,id,r
event_event_user_id_fkey,f,event_event,user_id,res_users,id,n
event_event_write_uid_fkey,f,event_event,write_uid,res_users,id,n
event_event_pkey,p,event_event,id,,, 
event_event_event_question_rel_event_event_id_fkey,f,event_event_event_question_rel,event_event_id,event_event,id,c
event_event_event_question_rel_event_question_id_fkey,f,event_event_event_question_rel,event_question_id,event_question,id,c
event_event_event_question_rel_pkey,p,event_event_event_question_rel,"event_event_id,event_question_id",,, 
event_event_event_tag_rel_event_event_id_fkey,f,event_event_event_tag_rel,event_event_id,event_event,id,c
event_event_event_tag_rel_event_tag_id_fkey,f,event_event_event_tag_rel,event_tag_id,event_tag,id,c
event_event_event_tag_rel_pkey,p,event_event_event_tag_rel,"event_event_id,event_tag_id",,, 
event_event_ticket_create_uid_fkey,f,event_event_ticket,create_uid,res_users,id,n
event_event_ticket_event_id_fkey,f,event_event_ticket,event_id,event_event,id,c
event_event_ticket_event_type_id_fkey,f,event_event_ticket,event_type_id,event_type,id,n
event_event_ticket_product_id_fkey,f,event_event_ticket,product_id,product_product,id,r
event_event_ticket_write_uid_fkey,f,event_event_ticket,write_uid,res_users,id,n
event_event_ticket_pkey,p,event_event_ticket,id,,, 
event_mail_create_uid_fkey,f,event_mail,create_uid,res_users,id,n
event_mail_event_id_fkey,f,event_mail,event_id,event_event,id,c
event_mail_last_registration_id_fkey,f,event_mail,last_registration_id,event_registration,id,n
event_mail_write_uid_fkey,f,event_mail,write_uid,res_users,id,n
event_mail_pkey,p,event_mail,id,,, 
event_mail_registration_create_uid_fkey,f,event_mail_registration,create_uid,res_users,id,n
event_mail_registration_registration_id_fkey,f,event_mail_registration,registration_id,event_registration,id,c
event_mail_registration_scheduler_id_fkey,f,event_mail_registration,scheduler_id,event_mail,id,c
event_mail_registration_write_uid_fkey,f,event_mail_registration,write_uid,res_users,id,n
event_mail_registration_pkey,p,event_mail_registration,id,,, 
event_mail_slot_create_uid_fkey,f,event_mail_slot,create_uid,res_users,id,n
event_mail_slot_event_slot_id_fkey,f,event_mail_slot,event_slot_id,event_slot,id,c
event_mail_slot_last_registration_id_fkey,f,event_mail_slot,last_registration_id,event_registration,id,n
event_mail_slot_scheduler_id_fkey,f,event_mail_slot,scheduler_id,event_mail,id,c
event_mail_slot_write_uid_fkey,f,event_mail_slot,write_uid,res_users,id,n
event_mail_slot_pkey,p,event_mail_slot,id,,, 
event_question_create_uid_fkey,f,event_question,create_uid,res_users,id,n
event_question_write_uid_fkey,f,event_question,write_uid,res_users,id,n
event_question_pkey,p,event_question,id,,, 
event_question_answer_create_uid_fkey,f,event_question_answer,create_uid,res_users,id,n
event_question_answer_question_id_fkey,f,event_question_answer,question_id,event_question,id,c
event_question_answer_write_uid_fkey,f,event_question_answer,write_uid,res_users,id,n
event_question_answer_pkey,p,event_question_answer,id,,, 
event_question_event_type_rel_event_question_id_fkey,f,event_question_event_type_rel,event_question_id,event_question,id,c
event_question_event_type_rel_event_type_id_fkey,f,event_question_event_type_rel,event_type_id,event_type,id,c
event_question_event_type_rel_pkey,p,event_question_event_type_rel,"event_type_id,event_question_id",,, 
event_registration_company_id_fkey,f,event_registration,company_id,res_company,id,n
event_registration_create_uid_fkey,f,event_registration,create_uid,res_users,id,n
event_registration_event_id_fkey,f,event_registration,event_id,event_event,id,r
event_registration_event_slot_id_fkey,f,event_registration,event_slot_id,event_slot,id,r
event_registration_event_ticket_id_fkey,f,event_registration,event_ticket_id,event_event_ticket,id,r
event_registration_partner_id_fkey,f,event_registration,partner_id,res_partner,id,n
event_registration_utm_campaign_id_fkey,f,event_registration,utm_campaign_id,utm_campaign,id,n
event_registration_utm_medium_id_fkey,f,event_registration,utm_medium_id,utm_medium,id,n
event_registration_utm_source_id_fkey,f,event_registration,utm_source_id,utm_source,id,n
event_registration_write_uid_fkey,f,event_registration,write_uid,res_users,id,n
event_registration_pkey,p,event_registration,id,,, 
event_registration_barcode_event_uniq,u,event_registration,barcode,,, 
event_registration_answer_create_uid_fkey,f,event_registration_answer,create_uid,res_users,id,n
event_registration_answer_question_id_fkey,f,event_registration_answer,question_id,event_question,id,r
event_registration_answer_registration_id_fkey,f,event_registration_answer,registration_id,event_registration,id,c
event_registration_answer_value_answer_id_fkey,f,event_registration_answer,value_answer_id,event_question_answer,id,n
event_registration_answer_write_uid_fkey,f,event_registration_answer,write_uid,res_users,id,n
event_registration_answer_pkey,p,event_registration_answer,id,,, 
event_slot_create_uid_fkey,f,event_slot,create_uid,res_users,id,n
event_slot_event_id_fkey,f,event_slot,event_id,event_event,id,c
event_slot_write_uid_fkey,f,event_slot,write_uid,res_users,id,n
event_slot_pkey,p,event_slot,id,,, 
event_stage_create_uid_fkey,f,event_stage,create_uid,res_users,id,n
event_stage_write_uid_fkey,f,event_stage,write_uid,res_users,id,n
event_stage_pkey,p,event_stage,id,,, 
event_tag_category_id_fkey,f,event_tag,category_id,event_tag_category,id,c
event_tag_create_uid_fkey,f,event_tag,create_uid,res_users,id,n
event_tag_write_uid_fkey,f,event_tag,write_uid,res_users,id,n
event_tag_pkey,p,event_tag,id,,, 
event_tag_category_create_uid_fkey,f,event_tag_category,create_uid,res_users,id,n
event_tag_category_write_uid_fkey,f,event_tag_category,write_uid,res_users,id,n
event_tag_category_pkey,p,event_tag_category,id,,, 
event_tag_event_type_rel_event_tag_id_fkey,f,event_tag_event_type_rel,event_tag_id,event_tag,id,c
event_tag_event_type_rel_event_type_id_fkey,f,event_tag_event_type_rel,event_type_id,event_type,id,c
event_tag_event_type_rel_pkey,p,event_tag_event_type_rel,"event_type_id,event_tag_id",,, 
event_type_create_uid_fkey,f,event_type,create_uid,res_users,id,n
event_type_write_uid_fkey,f,event_type,write_uid,res_users,id,n
event_type_pkey,p,event_type,id,,, 
event_type_mail_create_uid_fkey,f,event_type_mail,create_uid,res_users,id,n
event_type_mail_event_type_id_fkey,f,event_type_mail,event_type_id,event_type,id,c
event_type_mail_write_uid_fkey,f,event_type_mail,write_uid,res_users,id,n
event_type_mail_pkey,p,event_type_mail,id,,, 
event_type_ticket_create_uid_fkey,f,event_type_ticket,create_uid,res_users,id,n
event_type_ticket_event_type_id_fkey,f,event_type_ticket,event_type_id,event_type,id,c
event_type_ticket_product_id_fkey,f,event_type_ticket,product_id,product_product,id,r
event_type_ticket_write_uid_fkey,f,event_type_ticket,write_uid,res_users,id,n
event_type_ticket_pkey,p,event_type_ticket,id,,, 
expense_tax_expense_id_fkey,f,expense_tax,expense_id,hr_expense,id,c
expense_tax_tax_id_fkey,f,expense_tax,tax_id,account_tax,id,c
expense_tax_pkey,p,expense_tax,"expense_id,tax_id",,, 
fetchmail_server_create_uid_fkey,f,fetchmail_server,create_uid,res_users,id,n
fetchmail_server_object_id_fkey,f,fetchmail_server,object_id,ir_model,id,n
fetchmail_server_write_uid_fkey,f,fetchmail_server,write_uid,res_users,id,n
fetchmail_server_pkey,p,fetchmail_server,id,,, 
gamification_badge_create_uid_fkey,f,gamification_badge,create_uid,res_users,id,n
gamification_badge_survey_id_fkey,f,gamification_badge,survey_id,survey_survey,id,n
gamification_badge_write_uid_fkey,f,gamification_badge,write_uid,res_users,id,n
gamification_badge_pkey,p,gamification_badge,id,,, 
gamification_badge_rule_badge_rel_badge1_id_fkey,f,gamification_badge_rule_badge_rel,badge1_id,gamification_badge,id,c
gamification_badge_rule_badge_rel_badge2_id_fkey,f,gamification_badge_rule_badge_rel,badge2_id,gamification_badge,id,c
gamification_badge_rule_badge_rel_pkey,p,gamification_badge_rule_badge_rel,"badge1_id,badge2_id",,, 
gamification_badge_user_badge_id_fkey,f,gamification_badge_user,badge_id,gamification_badge,id,c
gamification_badge_user_challenge_id_fkey,f,gamification_badge_user,challenge_id,gamification_challenge,id,n
gamification_badge_user_create_uid_fkey,f,gamification_badge_user,create_uid,res_users,id,n
gamification_badge_user_employee_id_fkey,f,gamification_badge_user,employee_id,hr_employee,id,n
gamification_badge_user_sender_id_fkey,f,gamification_badge_user,sender_id,res_users,id,n
gamification_badge_user_user_id_fkey,f,gamification_badge_user,user_id,res_users,id,c
gamification_badge_user_write_uid_fkey,f,gamification_badge_user,write_uid,res_users,id,n
gamification_badge_user_pkey,p,gamification_badge_user,id,,, 
gamification_badge_user_wizard_badge_id_fkey,f,gamification_badge_user_wizard,badge_id,gamification_badge,id,c
gamification_badge_user_wizard_create_uid_fkey,f,gamification_badge_user_wizard,create_uid,res_users,id,n
gamification_badge_user_wizard_employee_id_fkey,f,gamification_badge_user_wizard,employee_id,hr_employee,id,n
gamification_badge_user_wizard_user_id_fkey,f,gamification_badge_user_wizard,user_id,res_users,id,c
gamification_badge_user_wizard_write_uid_fkey,f,gamification_badge_user_wizard,write_uid,res_users,id,n
gamification_badge_user_wizard_pkey,p,gamification_badge_user_wizard,id,,, 
gamification_challenge_create_uid_fkey,f,gamification_challenge,create_uid,res_users,id,n
gamification_challenge_manager_id_fkey,f,gamification_challenge,manager_id,res_users,id,n
gamification_challenge_report_message_group_id_fkey,f,gamification_challenge,report_message_group_id,discuss_channel,id,n
gamification_challenge_report_template_id_fkey,f,gamification_challenge,report_template_id,mail_template,id,r
gamification_challenge_reward_first_id_fkey,f,gamification_challenge,reward_first_id,gamification_badge,id,n
gamification_challenge_reward_id_fkey,f,gamification_challenge,reward_id,gamification_badge,id,n
gamification_challenge_reward_second_id_fkey,f,gamification_challenge,reward_second_id,gamification_badge,id,n
gamification_challenge_reward_third_id_fkey,f,gamification_challenge,reward_third_id,gamification_badge,id,n
gamification_challenge_write_uid_fkey,f,gamification_challenge,write_uid,res_users,id,n
gamification_challenge_pkey,p,gamification_challenge,id,,, 
gamification_challenge_line_challenge_id_fkey,f,gamification_challenge_line,challenge_id,gamification_challenge,id,c
gamification_challenge_line_create_uid_fkey,f,gamification_challenge_line,create_uid,res_users,id,n
gamification_challenge_line_definition_id_fkey,f,gamification_challenge_line,definition_id,gamification_goal_definition,id,c
gamification_challenge_line_write_uid_fkey,f,gamification_challenge_line,write_uid,res_users,id,n
gamification_challenge_line_pkey,p,gamification_challenge_line,id,,, 
gamification_challenge_users_rel_gamification_challenge_id_fkey,f,gamification_challenge_users_rel,gamification_challenge_id,gamification_challenge,id,c
gamification_challenge_users_rel_res_users_id_fkey,f,gamification_challenge_users_rel,res_users_id,res_users,id,c
gamification_challenge_users_rel_pkey,p,gamification_challenge_users_rel,"gamification_challenge_id,res_users_id",,, 
gamification_goal_challenge_id_fkey,f,gamification_goal,challenge_id,gamification_challenge,id,n
gamification_goal_create_uid_fkey,f,gamification_goal,create_uid,res_users,id,n
gamification_goal_definition_id_fkey,f,gamification_goal,definition_id,gamification_goal_definition,id,c
gamification_goal_line_id_fkey,f,gamification_goal,line_id,gamification_challenge_line,id,c
gamification_goal_user_id_fkey,f,gamification_goal,user_id,res_users,id,c
gamification_goal_write_uid_fkey,f,gamification_goal,write_uid,res_users,id,n
gamification_goal_pkey,p,gamification_goal,id,,, 
gamification_goal_definition_action_id_fkey,f,gamification_goal_definition,action_id,ir_act_window,id,n
gamification_goal_definition_batch_distinctive_field_fkey,f,gamification_goal_definition,batch_distinctive_field,ir_model_fields,id,n
gamification_goal_definition_create_uid_fkey,f,gamification_goal_definition,create_uid,res_users,id,n
gamification_goal_definition_field_date_id_fkey,f,gamification_goal_definition,field_date_id,ir_model_fields,id,n
gamification_goal_definition_field_id_fkey,f,gamification_goal_definition,field_id,ir_model_fields,id,n
gamification_goal_definition_model_id_fkey,f,gamification_goal_definition,model_id,ir_model,id,c
gamification_goal_definition_write_uid_fkey,f,gamification_goal_definition,write_uid,res_users,id,n
gamification_goal_definition_pkey,p,gamification_goal_definition,id,,, 
gamification_goal_wizard_create_uid_fkey,f,gamification_goal_wizard,create_uid,res_users,id,n
gamification_goal_wizard_goal_id_fkey,f,gamification_goal_wizard,goal_id,gamification_goal,id,c
gamification_goal_wizard_write_uid_fkey,f,gamification_goal_wizard,write_uid,res_users,id,n
gamification_goal_wizard_pkey,p,gamification_goal_wizard,id,,, 
gamification_invited_user_ids_re_gamification_challenge_id_fkey,f,gamification_invited_user_ids_rel,gamification_challenge_id,gamification_challenge,id,c
gamification_invited_user_ids_rel_res_users_id_fkey,f,gamification_invited_user_ids_rel,res_users_id,res_users,id,c
gamification_invited_user_ids_rel_pkey,p,gamification_invited_user_ids_rel,"gamification_challenge_id,res_users_id",,, 
gamification_karma_rank_create_uid_fkey,f,gamification_karma_rank,create_uid,res_users,id,n
gamification_karma_rank_write_uid_fkey,f,gamification_karma_rank,write_uid,res_users,id,n
gamification_karma_rank_pkey,p,gamification_karma_rank,id,,, 
gamification_karma_tracking_create_uid_fkey,f,gamification_karma_tracking,create_uid,res_users,id,n
gamification_karma_tracking_user_id_fkey,f,gamification_karma_tracking,user_id,res_users,id,c
gamification_karma_tracking_write_uid_fkey,f,gamification_karma_tracking,write_uid,res_users,id,n
gamification_karma_tracking_pkey,p,gamification_karma_tracking,id,,, 
homework_location_wizard_create_uid_fkey,f,homework_location_wizard,create_uid,res_users,id,n
homework_location_wizard_employee_id_fkey,f,homework_location_wizard,employee_id,hr_employee,id,c
homework_location_wizard_work_location_id_fkey,f,homework_location_wizard,work_location_id,hr_work_location,id,c
homework_location_wizard_write_uid_fkey,f,homework_location_wizard,write_uid,res_users,id,n
homework_location_wizard_pkey,p,homework_location_wizard,id,,, 
hr_announcement_company_id_fkey,f,hr_announcement,company_id,res_company,id,n
hr_announcement_create_uid_fkey,f,hr_announcement,create_uid,res_users,id,n
hr_announcement_write_uid_fkey,f,hr_announcement,write_uid,res_users,id,n
hr_announcement_pkey,p,hr_announcement,id,,, 
hr_applicant_campaign_id_fkey,f,hr_applicant,campaign_id,utm_campaign,id,n
hr_applicant_company_id_fkey,f,hr_applicant,company_id,res_company,id,n
hr_applicant_create_uid_fkey,f,hr_applicant,create_uid,res_users,id,n
hr_applicant_department_id_fkey,f,hr_applicant,department_id,hr_department,id,n
hr_applicant_employee_id_fkey,f,hr_applicant,employee_id,hr_employee,id,n
hr_applicant_job_id_fkey,f,hr_applicant,job_id,hr_job,id,n
hr_applicant_last_stage_id_fkey,f,hr_applicant,last_stage_id,hr_recruitment_stage,id,n
hr_applicant_medium_id_fkey,f,hr_applicant,medium_id,utm_medium,id,n
hr_applicant_message_main_attachment_id_fkey,f,hr_applicant,message_main_attachment_id,ir_attachment,id,n
hr_applicant_partner_id_fkey,f,hr_applicant,partner_id,res_partner,id,n
hr_applicant_pool_applicant_id_fkey,f,hr_applicant,pool_applicant_id,hr_applicant,id,n
hr_applicant_refuse_reason_id_fkey,f,hr_applicant,refuse_reason_id,hr_applicant_refuse_reason,id,n
hr_applicant_source_id_fkey,f,hr_applicant,source_id,utm_source,id,n
hr_applicant_stage_id_fkey,f,hr_applicant,stage_id,hr_recruitment_stage,id,r
hr_applicant_type_id_fkey,f,hr_applicant,type_id,hr_recruitment_degree,id,n
hr_applicant_user_id_fkey,f,hr_applicant,user_id,res_users,id,n
hr_applicant_write_uid_fkey,f,hr_applicant,write_uid,res_users,id,n
hr_applicant_pkey,p,hr_applicant,id,,, 
hr_applicant_category_create_uid_fkey,f,hr_applicant_category,create_uid,res_users,id,n
hr_applicant_category_write_uid_fkey,f,hr_applicant_category,write_uid,res_users,id,n
hr_applicant_category_pkey,p,hr_applicant_category,id,,, 
hr_applicant_category_name_uniq,u,hr_applicant_category,name,,, 
hr_applicant_category_hr_talent_p_hr_applicant_category_id_fkey,f,hr_applicant_category_hr_talent_pool_rel,hr_applicant_category_id,hr_applicant_category,id,c
hr_applicant_category_hr_talent_pool_rel_hr_talent_pool_id_fkey,f,hr_applicant_category_hr_talent_pool_rel,hr_talent_pool_id,hr_talent_pool,id,c
hr_applicant_category_hr_talent_pool_rel_pkey,p,hr_applicant_category_hr_talent_pool_rel,"hr_talent_pool_id,hr_applicant_category_id",,, 
hr_applicant_category_talent__talent_pool_add_applicants_i_fkey,f,hr_applicant_category_talent_pool_add_applicants_rel,talent_pool_add_applicants_id,talent_pool_add_applicants,id,c
hr_applicant_category_talent_pool_hr_applicant_category_id_fkey,f,hr_applicant_category_talent_pool_add_applicants_rel,hr_applicant_category_id,hr_applicant_category,id,c
hr_applicant_category_talent_pool_add_applicants_rel_pkey,p,hr_applicant_category_talent_pool_add_applicants_rel,"talent_pool_add_applicants_id,hr_applicant_category_id",,, 
hr_applicant_hr_applicant_categor_hr_applicant_category_id_fkey,f,hr_applicant_hr_applicant_category_rel,hr_applicant_category_id,hr_applicant_category,id,c
hr_applicant_hr_applicant_category_rel_hr_applicant_id_fkey,f,hr_applicant_hr_applicant_category_rel,hr_applicant_id,hr_applicant,id,c
hr_applicant_hr_applicant_category_rel_pkey,p,hr_applicant_hr_applicant_category_rel,"hr_applicant_id,hr_applicant_category_id",,, 
hr_applicant_hr_skill_rel_hr_applicant_id_fkey,f,hr_applicant_hr_skill_rel,hr_applicant_id,hr_applicant,id,c
hr_applicant_hr_skill_rel_hr_skill_id_fkey,f,hr_applicant_hr_skill_rel,hr_skill_id,hr_skill,id,c
hr_applicant_hr_skill_rel_pkey,p,hr_applicant_hr_skill_rel,"hr_applicant_id,hr_skill_id",,, 
hr_applicant_hr_talent_pool_rel_hr_applicant_id_fkey,f,hr_applicant_hr_talent_pool_rel,hr_applicant_id,hr_applicant,id,c
hr_applicant_hr_talent_pool_rel_hr_talent_pool_id_fkey,f,hr_applicant_hr_talent_pool_rel,hr_talent_pool_id,hr_talent_pool,id,c
hr_applicant_hr_talent_pool_rel_pkey,p,hr_applicant_hr_talent_pool_rel,"hr_applicant_id,hr_talent_pool_id",,, 
hr_applicant_job_add_applicants_rel_hr_applicant_id_fkey,f,hr_applicant_job_add_applicants_rel,hr_applicant_id,hr_applicant,id,c
hr_applicant_job_add_applicants_rel_job_add_applicants_id_fkey,f,hr_applicant_job_add_applicants_rel,job_add_applicants_id,job_add_applicants,id,c
hr_applicant_job_add_applicants_rel_pkey,p,hr_applicant_job_add_applicants_rel,"job_add_applicants_id,hr_applicant_id",,, 
