odoo_model,table_hint,field_name,ttype,relation,required,store,module
hr.job,"{""en_US"": ""Job Position""}",sequence,integer,,f,t,hr
hr.job,"{""en_US"": ""Job Position""}",skill_ids,many2many,hr.skill,f,t,hr_skills
hr.job,"{""en_US"": ""Job Position""}",survey_id,many2one,survey.survey,f,t,hr_recruitment_survey
hr.job,"{""en_US"": ""Job Position""}",user_id,many2one,res.users,f,t,hr
hr.job,"{""en_US"": ""Job Position""}",user_id,many2one,res.users,f,t,hr_recruitment
hr.job,"{""en_US"": ""Job Position""}",website_message_ids,one2many,mail.message,f,t,hr
hr.job,"{""en_US"": ""Job Position""}",write_date,datetime,,f,t,hr
hr.job,"{""en_US"": ""Job Position""}",write_uid,many2one,res.users,f,t,hr
hr.recruitment.stage,"{""en_US"": ""Recruitment Stages""}",create_date,datetime,,f,t,hr_recruitment
hr.recruitment.stage,"{""en_US"": ""Recruitment Stages""}",create_uid,many2one,res.users,f,t,hr_recruitment
hr.recruitment.stage,"{""en_US"": ""Recruitment Stages""}",display_name,char,,f,f,hr_recruitment
hr.recruitment.stage,"{""en_US"": ""Recruitment Stages""}",fold,boolean,,f,t,hr_recruitment
hr.recruitment.stage,"{""en_US"": ""Recruitment Stages""}",hired_stage,boolean,,f,t,hr_recruitment
hr.recruitment.stage,"{""en_US"": ""Recruitment Stages""}",id,integer,,f,t,hr_recruitment
hr.recruitment.stage,"{""en_US"": ""Recruitment Stages""}",is_warning_visible,boolean,,f,f,hr_recruitment
hr.recruitment.stage,"{""en_US"": ""Recruitment Stages""}",job_ids,many2many,hr.job,f,t,hr_recruitment
hr.recruitment.stage,"{""en_US"": ""Recruitment Stages""}",legend_blocked,char,,t,t,hr_recruitment
hr.recruitment.stage,"{""en_US"": ""Recruitment Stages""}",legend_done,char,,t,t,hr_recruitment
hr.recruitment.stage,"{""en_US"": ""Recruitment Stages""}",legend_normal,char,,t,t,hr_recruitment
hr.recruitment.stage,"{""en_US"": ""Recruitment Stages""}",legend_waiting,char,,t,t,hr_recruitment
hr.recruitment.stage,"{""en_US"": ""Recruitment Stages""}",name,char,,t,t,hr_recruitment
hr.recruitment.stage,"{""en_US"": ""Recruitment Stages""}",requirements,text,,f,t,hr_recruitment
hr.recruitment.stage,"{""en_US"": ""Recruitment Stages""}",rotting_threshold_days,integer,,f,t,hr_recruitment
hr.recruitment.stage,"{""en_US"": ""Recruitment Stages""}",sequence,integer,,f,t,hr_recruitment
hr.recruitment.stage,"{""en_US"": ""Recruitment Stages""}",template_id,many2one,mail.template,f,t,hr_recruitment
hr.recruitment.stage,"{""en_US"": ""Recruitment Stages""}",write_date,datetime,,f,t,hr_recruitment
hr.recruitment.stage,"{""en_US"": ""Recruitment Stages""}",write_uid,many2one,res.users,f,t,hr_recruitment
hr.version,"{""en_US"": ""Employee Contract""}",active,boolean,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",active_employee,boolean,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",activity_calendar_event_id,many2one,calendar.event,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",activity_date_deadline,date,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",activity_exception_decoration,selection,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",activity_exception_icon,char,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",activity_ids,one2many,mail.activity,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",activity_state,selection,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",activity_summary,char,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",activity_type_icon,char,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",activity_type_id,many2one,mail.activity.type,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",activity_user_id,many2one,res.users,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",additional_note,text,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",address_id,many2one,res.partner,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",allowed_country_state_ids,many2many,res.country.state,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",analytic_account_id,many2one,account.analytic.account,f,t,hr_payroll_account_community
hr.version,"{""en_US"": ""Employee Contract""}",children,integer,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",company_country_id,many2one,res.country,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",company_id,many2one,res.company,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",contract_date_end,date,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",contract_date_start,date,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",contract_template_id,many2one,hr.version,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",contract_type_id,many2one,hr.contract.type,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",contract_wage,monetary,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",country_code,char,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",country_id,many2one,res.country,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",create_date,datetime,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",create_uid,many2one,res.users,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",currency_id,many2one,res.currency,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",da,monetary,,f,t,hr_payroll_community
hr.version,"{""en_US"": ""Employee Contract""}",date_end,date,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",date_start,date,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",date_version,date,,t,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",department_id,many2one,hr.department,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",departure_date,date,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",departure_description,html,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",departure_reason_id,many2one,hr.departure.reason,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",display_name,char,,f,f,hr_holidays
hr.version,"{""en_US"": ""Employee Contract""}",display_name,char,,f,f,hrms_dashboard
hr.version,"{""en_US"": ""Employee Contract""}",display_name,char,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",display_name,char,,f,f,hr_attendance
hr.version,"{""en_US"": ""Employee Contract""}",display_name,char,,f,f,hr_payroll_account_community
hr.version,"{""en_US"": ""Employee Contract""}",display_name,char,,f,f,hr_payroll_community
hr.version,"{""en_US"": ""Employee Contract""}",display_name,char,,f,f,hr_employee_updation
hr.version,"{""en_US"": ""Employee Contract""}",distance_home_work,integer,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",distance_home_work_unit,selection,,t,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",employee_id,many2one,hr.employee,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",employee_type,selection,,t,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",has_message,boolean,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",hr_responsible_id,many2one,res.users,t,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",hra,monetary,,f,t,hr_payroll_community
hr.version,"{""en_US"": ""Employee Contract""}",id,integer,,f,t,hr_holidays
hr.version,"{""en_US"": ""Employee Contract""}",id,integer,,f,t,hrms_dashboard
hr.version,"{""en_US"": ""Employee Contract""}",id,integer,,f,t,hr_attendance
hr.version,"{""en_US"": ""Employee Contract""}",id,integer,,f,t,hr_employee_updation
hr.version,"{""en_US"": ""Employee Contract""}",id,integer,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",id,integer,,f,t,hr_payroll_community
hr.version,"{""en_US"": ""Employee Contract""}",id,integer,,f,t,hr_payroll_account_community
hr.version,"{""en_US"": ""Employee Contract""}",identification_id,char,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",is_current,boolean,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",is_custom_job_title,boolean,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",is_flexible,boolean,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",is_fully_flexible,boolean,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",is_future,boolean,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",is_in_contract,boolean,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",is_past,boolean,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",job_id,many2one,hr.job,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",job_title,char,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",journal_id,many2one,account.journal,f,t,hr_payroll_account_community
hr.version,"{""en_US"": ""Employee Contract""}",km_home_work,integer,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",last_modified_date,datetime,,t,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",last_modified_uid,many2one,res.users,t,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",marital,selection,,t,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",meal_allowance,monetary,,f,t,hr_payroll_community
hr.version,"{""en_US"": ""Employee Contract""}",medical_allowance,monetary,,f,t,hr_payroll_community
hr.version,"{""en_US"": ""Employee Contract""}",member_of_department,boolean,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",message_attachment_count,integer,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",message_follower_ids,one2many,mail.followers,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",message_has_error,boolean,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",message_has_error_counter,integer,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",message_has_sms_error,boolean,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",message_ids,one2many,mail.message,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",message_is_follower,boolean,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",message_needaction,boolean,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",message_needaction_counter,integer,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",message_partner_ids,many2many,res.partner,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",my_activity_date_deadline,date,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",name,char,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",notice_days,integer,,f,f,hr_employee_updation
hr.version,"{""en_US"": ""Employee Contract""}",other_allowance,monetary,,f,t,hr_payroll_community
hr.version,"{""en_US"": ""Employee Contract""}",passport_expiration_date,date,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",passport_id,char,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",private_city,char,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",private_country_id,many2one,res.country,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",private_state_id,many2one,res.country.state,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",private_street,char,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",private_street2,char,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",private_zip,char,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",rating_ids,one2many,rating.rating,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",resource_calendar_id,many2one,resource.calendar,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",ruleset_id,many2one,hr.attendance.overtime.ruleset,f,t,hr_attendance
hr.version,"{""en_US"": ""Employee Contract""}",schedule_pay,selection,,f,t,hr_payroll_community
hr.version,"{""en_US"": ""Employee Contract""}",sex,selection,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",spouse_birthdate,date,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",spouse_complete_name,char,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",ssnid,char,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",struct_id,many2one,hr.payroll.structure,f,t,hr_payroll_community
hr.version,"{""en_US"": ""Employee Contract""}",structure_type_id,many2one,hr.payroll.structure.type,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",travel_allowance,monetary,,f,t,hr_payroll_community
hr.version,"{""en_US"": ""Employee Contract""}",trial_date_end,date,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",tz,selection,,f,f,hr
hr.version,"{""en_US"": ""Employee Contract""}",wage,monetary,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",website_message_ids,one2many,mail.message,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",work_location_id,many2one,hr.work.location,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",write_date,datetime,,f,t,hr
hr.version,"{""en_US"": ""Employee Contract""}",write_uid,many2one,res.users,f,t,hr
ir.attachment,"{""en_US"": ""Attachment""}",access_token,char,,f,t,base
ir.attachment,"{""en_US"": ""Attachment""}",attach_rel,many2many,hr.document,f,t,oh_employee_documents_expiry
ir.attachment,"{""en_US"": ""Attachment""}",checksum,char,,f,t,base
ir.attachment,"{""en_US"": ""Attachment""}",company_id,many2one,res.company,f,t,base
ir.attachment,"{""en_US"": ""Attachment""}",create_date,datetime,,f,t,base
ir.attachment,"{""en_US"": ""Attachment""}",create_uid,many2one,res.users,f,t,base
ir.attachment,"{""en_US"": ""Attachment""}",datas,binary,,f,f,base
ir.attachment,"{""en_US"": ""Attachment""}",db_datas,binary,,f,t,base
ir.attachment,"{""en_US"": ""Attachment""}",description,text,,f,t,base
ir.attachment,"{""en_US"": ""Attachment""}",display_name,char,,f,f,hr_recruitment
ir.attachment,"{""en_US"": ""Attachment""}",display_name,char,,f,f,oh_employee_documents_expiry
ir.attachment,"{""en_US"": ""Attachment""}",display_name,char,,f,f,base
ir.attachment,"{""en_US"": ""Attachment""}",display_name,char,,f,f,api_doc
ir.attachment,"{""en_US"": ""Attachment""}",display_name,char,,f,f,bus
ir.attachment,"{""en_US"": ""Attachment""}",display_name,char,,f,f,html_editor
ir.attachment,"{""en_US"": ""Attachment""}",display_name,char,,f,f,web_unsplash
ir.attachment,"{""en_US"": ""Attachment""}",display_name,char,,f,f,attachment_indexation
ir.attachment,"{""en_US"": ""Attachment""}",display_name,char,,f,f,mail
ir.attachment,"{""en_US"": ""Attachment""}",display_name,char,,f,f,product
ir.attachment,"{""en_US"": ""Attachment""}",display_name,char,,f,f,account
ir.attachment,"{""en_US"": ""Attachment""}",doc_attach_rel,many2many,hr.employee.document,f,t,oh_employee_documents_expiry
ir.attachment,"{""en_US"": ""Attachment""}",file_size,integer,,f,t,base
ir.attachment,"{""en_US"": ""Attachment""}",has_thumbnail,boolean,,f,f,mail
ir.attachment,"{""en_US"": ""Attachment""}",id,integer,,f,t,mail
ir.attachment,"{""en_US"": ""Attachment""}",id,integer,,f,t,api_doc
ir.attachment,"{""en_US"": ""Attachment""}",id,integer,,f,t,bus
ir.attachment,"{""en_US"": ""Attachment""}",id,integer,,f,t,html_editor
ir.attachment,"{""en_US"": ""Attachment""}",id,integer,,f,t,web_unsplash
ir.attachment,"{""en_US"": ""Attachment""}",id,integer,,f,t,attachment_indexation
ir.attachment,"{""en_US"": ""Attachment""}",id,integer,,f,t,base
ir.attachment,"{""en_US"": ""Attachment""}",id,integer,,f,t,product
ir.attachment,"{""en_US"": ""Attachment""}",id,integer,,f,t,account
ir.attachment,"{""en_US"": ""Attachment""}",id,integer,,f,t,hr_recruitment
ir.attachment,"{""en_US"": ""Attachment""}",id,integer,,f,t,oh_employee_documents_expiry
ir.attachment,"{""en_US"": ""Attachment""}",image_height,integer,,f,f,html_editor
ir.attachment,"{""en_US"": ""Attachment""}",image_src,char,,f,f,html_editor
ir.attachment,"{""en_US"": ""Attachment""}",image_width,integer,,f,f,html_editor
ir.attachment,"{""en_US"": ""Attachment""}",index_content,text,,f,t,base
ir.attachment,"{""en_US"": ""Attachment""}",local_url,char,,f,f,html_editor
ir.attachment,"{""en_US"": ""Attachment""}",mimetype,char,,f,t,base
ir.attachment,"{""en_US"": ""Attachment""}",name,char,,t,t,base
ir.attachment,"{""en_US"": ""Attachment""}",original_id,many2one,ir.attachment,f,t,html_editor
ir.attachment,"{""en_US"": ""Attachment""}",public,boolean,,f,t,base
ir.attachment,"{""en_US"": ""Attachment""}",raw,binary,,f,f,base
ir.attachment,"{""en_US"": ""Attachment""}",res_field,char,,f,t,base
ir.attachment,"{""en_US"": ""Attachment""}",res_id,many2one_reference,,f,t,base
ir.attachment,"{""en_US"": ""Attachment""}",res_model,char,,f,t,base
ir.attachment,"{""en_US"": ""Attachment""}",res_name,char,,f,f,base
ir.attachment,"{""en_US"": ""Attachment""}",store_fname,char,,f,t,base
ir.attachment,"{""en_US"": ""Attachment""}",thumbnail,binary,,f,t,mail
ir.attachment,"{""en_US"": ""Attachment""}",type,selection,,t,t,base
ir.attachment,"{""en_US"": ""Attachment""}",url,char,,f,t,base
ir.attachment,"{""en_US"": ""Attachment""}",voice_ids,one2many,discuss.voice.metadata,f,t,mail
ir.attachment,"{""en_US"": ""Attachment""}",write_date,datetime,,f,t,base
ir.attachment,"{""en_US"": ""Attachment""}",write_uid,many2one,res.users,f,t,base
res.company,"{""en_US"": ""Companies""}",absence_management,boolean,,f,t,hr_attendance
res.company,"{""en_US"": ""Companies""}",account_cash_basis_base_account_id,many2one,account.account,f,t,account
res.company,"{""en_US"": ""Companies""}",account_default_pos_receivable_account_id,many2one,account.account,f,t,account
res.company,"{""en_US"": ""Companies""}",account_discount_expense_allocation_id,many2one,account.account,f,t,account
res.company,"{""en_US"": ""Companies""}",account_discount_income_allocation_id,many2one,account.account,f,t,account
res.company,"{""en_US"": ""Companies""}",account_enabled_tax_country_ids,many2many,res.country,f,f,account
res.company,"{""en_US"": ""Companies""}",account_fiscal_country_group_codes,json,,f,f,account
res.company,"{""en_US"": ""Companies""}",account_fiscal_country_id,many2one,res.country,f,t,account
res.company,"{""en_US"": ""Companies""}",account_journal_early_pay_discount_gain_account_id,many2one,account.account,f,t,account
res.company,"{""en_US"": ""Companies""}",account_journal_early_pay_discount_loss_account_id,many2one,account.account,f,t,account
res.company,"{""en_US"": ""Companies""}",account_journal_suspense_account_id,many2one,account.account,f,t,account
res.company,"{""en_US"": ""Companies""}",account_opening_date,date,,f,t,account
res.company,"{""en_US"": ""Companies""}",account_opening_journal_id,many2one,account.journal,f,f,account
res.company,"{""en_US"": ""Companies""}",account_opening_move_id,many2one,account.move,f,t,account
res.company,"{""en_US"": ""Companies""}",account_price_include,selection,,t,t,account
res.company,"{""en_US"": ""Companies""}",account_purchase_receipt_fiscal_position_id,many2one,account.fiscal.position,f,t,account
res.company,"{""en_US"": ""Companies""}",account_purchase_tax_id,many2one,account.tax,f,t,account
res.company,"{""en_US"": ""Companies""}",account_sale_tax_id,many2one,account.tax,f,t,account
res.company,"{""en_US"": ""Companies""}",account_storno,boolean,,f,t,account
res.company,"{""en_US"": ""Companies""}",account_use_credit_limit,boolean,,f,t,account
res.company,"{""en_US"": ""Companies""}",active,boolean,,f,t,base
res.company,"{""en_US"": ""Companies""}",alias_domain_id,many2one,mail.alias.domain,f,t,mail
res.company,"{""en_US"": ""Companies""}",all_child_ids,one2many,res.company,f,t,base
res.company,"{""en_US"": ""Companies""}",anglo_saxon_accounting,boolean,,f,t,account
res.company,"{""en_US"": ""Companies""}",attendance_barcode_source,selection,,f,t,hr_attendance
res.company,"{""en_US"": ""Companies""}",attendance_device_tracking,boolean,,f,t,hr_attendance
res.company,"{""en_US"": ""Companies""}",attendance_from_systray,boolean,,f,t,hr_attendance
res.company,"{""en_US"": ""Companies""}",attendance_kiosk_delay,integer,,f,t,hr_attendance
res.company,"{""en_US"": ""Companies""}",attendance_kiosk_key,char,,f,t,hr_attendance
res.company,"{""en_US"": ""Companies""}",attendance_kiosk_mode,selection,,f,t,hr_attendance
res.company,"{""en_US"": ""Companies""}",attendance_kiosk_url,char,,f,f,hr_attendance
res.company,"{""en_US"": ""Companies""}",attendance_kiosk_use_pin,boolean,,f,t,hr_attendance
res.company,"{""en_US"": ""Companies""}",attendance_overtime_validation,selection,,f,t,hr_attendance
res.company,"{""en_US"": ""Companies""}",auto_check_out,boolean,,f,t,hr_attendance
res.company,"{""en_US"": ""Companies""}",auto_check_out_tolerance,float,,f,t,hr_attendance
res.company,"{""en_US"": ""Companies""}",automatic_entry_default_journal_id,many2one,account.journal,f,t,account
res.company,"{""en_US"": ""Companies""}",autopost_bills,boolean,,f,t,account
res.company,"{""en_US"": ""Companies""}",bank_account_code_prefix,char,,f,t,account
res.company,"{""en_US"": ""Companies""}",bank_ids,one2many,res.partner.bank,f,f,base
res.company,"{""en_US"": ""Companies""}",bank_journal_ids,one2many,account.journal,f,t,account
res.company,"{""en_US"": ""Companies""}",batch_payment_sequence_id,many2one,ir.sequence,f,t,account
res.company,"{""en_US"": ""Companies""}",bounce_email,char,,f,f,mail
res.company,"{""en_US"": ""Companies""}",bounce_formatted,char,,f,f,mail
res.company,"{""en_US"": ""Companies""}",cash_account_code_prefix,char,,f,t,account
res.company,"{""en_US"": ""Companies""}",catchall_email,char,,f,f,mail
res.company,"{""en_US"": ""Companies""}",catchall_formatted,char,,f,f,mail
res.company,"{""en_US"": ""Companies""}",chart_template,selection,,f,t,account
res.company,"{""en_US"": ""Companies""}",child_ids,one2many,res.company,f,t,base
res.company,"{""en_US"": ""Companies""}",city,char,,f,f,base
res.company,"{""en_US"": ""Companies""}",color,integer,,f,f,base
res.company,"{""en_US"": ""Companies""}",company_details,html,,f,t,base
res.company,"{""en_US"": ""Companies""}",company_expense_allowed_payment_method_line_ids,many2many,account.payment.method.line,f,t,hr_expense
res.company,"{""en_US"": ""Companies""}",company_registry,char,,f,f,base
res.company,"{""en_US"": ""Companies""}",company_registry_placeholder,char,,f,f,account
res.company,"{""en_US"": ""Companies""}",company_registry_placeholder,char,,f,f,base
res.company,"{""en_US"": ""Companies""}",company_vat_placeholder,char,,f,f,account
res.company,"{""en_US"": ""Companies""}",contract_expiration_notice_period,integer,,f,t,hr
res.company,"{""en_US"": ""Companies""}",country_code,char,,f,f,base
res.company,"{""en_US"": ""Companies""}",country_id,many2one,res.country,f,f,base
res.company,"{""en_US"": ""Companies""}",create_date,datetime,,f,t,base
res.company,"{""en_US"": ""Companies""}",create_uid,many2one,res.users,f,t,base
res.company,"{""en_US"": ""Companies""}",currency_exchange_journal_id,many2one,account.journal,f,t,account
res.company,"{""en_US"": ""Companies""}",currency_id,many2one,res.currency,t,t,base
res.company,"{""en_US"": ""Companies""}",default_cash_difference_expense_account_id,many2one,account.account,f,t,account
res.company,"{""en_US"": ""Companies""}",default_cash_difference_income_account_id,many2one,account.account,f,t,account
res.company,"{""en_US"": ""Companies""}",default_from_email,char,,f,f,mail
res.company,"{""en_US"": ""Companies""}",display_account_storno,boolean,,f,f,account
res.company,"{""en_US"": ""Companies""}",display_invoice_amount_total_words,boolean,,f,t,account
res.company,"{""en_US"": ""Companies""}",display_invoice_tax_company_currency,boolean,,f,t,account
res.company,"{""en_US"": ""Companies""}",display_name,char,,f,f,hr_attendance
res.company,"{""en_US"": ""Companies""}",display_name,char,,f,f,hr
res.company,"{""en_US"": ""Companies""}",display_name,char,,f,f,account
res.company,"{""en_US"": ""Companies""}",display_name,char,,f,f,payment
res.company,"{""en_US"": ""Companies""}",display_name,char,,f,f,snailmail
res.company,"{""en_US"": ""Companies""}",display_name,char,,f,f,sms
res.company,"{""en_US"": ""Companies""}",display_name,char,,f,f,partner_autocomplete
res.company,"{""en_US"": ""Companies""}",display_name,char,,f,f,base_vat
res.company,"{""en_US"": ""Companies""}",display_name,char,,f,f,project_timesheet_holidays
res.company,"{""en_US"": ""Companies""}",display_name,char,,f,f,l10n_in
res.company,"{""en_US"": ""Companies""}",display_name,char,,f,f,hr_timesheet
res.company,"{""en_US"": ""Companies""}",display_name,char,,f,f,spreadsheet_account
res.company,"{""en_US"": ""Companies""}",display_name,char,,f,f,hr_recruitment
res.company,"{""en_US"": ""Companies""}",display_name,char,,f,f,hr_expense
res.company,"{""en_US"": ""Companies""}",display_name,char,,f,f,product
res.company,"{""en_US"": ""Companies""}",display_name,char,,f,f,mail
res.company,"{""en_US"": ""Companies""}",display_name,char,,f,f,resource
res.company,"{""en_US"": ""Companies""}",display_name,char,,f,f,barcodes
res.company,"{""en_US"": ""Companies""}",display_name,char,,f,f,web
res.company,"{""en_US"": ""Companies""}",display_name,char,,f,f,base
res.company,"{""en_US"": ""Companies""}",domestic_fiscal_position_id,many2one,account.fiscal.position,f,t,account
res.company,"{""en_US"": ""Companies""}",email,char,,f,t,base
res.company,"{""en_US"": ""Companies""}",email_formatted,char,,f,f,mail
res.company,"{""en_US"": ""Companies""}",email_primary_color,char,,f,t,mail
res.company,"{""en_US"": ""Companies""}",email_secondary_color,char,,f,t,mail
res.company,"{""en_US"": ""Companies""}",employee_properties_definition,properties_definition,,f,t,hr
res.company,"{""en_US"": ""Companies""}",expects_chart_of_accounts,boolean,,f,t,account
res.company,"{""en_US"": ""Companies""}",expense_account_id,many2one,account.account,f,t,account
res.company,"{""en_US"": ""Companies""}",expense_accrual_account_id,many2one,account.account,f,t,account
res.company,"{""en_US"": ""Companies""}",expense_currency_exchange_account_id,many2one,account.account,f,t,account
res.company,"{""en_US"": ""Companies""}",expense_journal_id,many2one,account.journal,f,t,hr_expense
res.company,"{""en_US"": ""Companies""}",external_report_layout_id,many2one,ir.ui.view,f,t,base
res.company,"{""en_US"": ""Companies""}",fiscal_position_ids,one2many,account.fiscal.position,f,t,account
res.company,"{""en_US"": ""Companies""}",fiscalyear_last_day,integer,,t,t,account
res.company,"{""en_US"": ""Companies""}",fiscalyear_last_month,selection,,t,t,account
res.company,"{""en_US"": ""Companies""}",fiscalyear_lock_date,date,,f,t,account
res.company,"{""en_US"": ""Companies""}",font,selection,,f,t,base
res.company,"{""en_US"": ""Companies""}",force_restrictive_audit_trail,boolean,,f,f,account
res.company,"{""en_US"": ""Companies""}",hard_lock_date,date,,f,t,account
res.company,"{""en_US"": ""Companies""}",has_message,boolean,,f,f,account
res.company,"{""en_US"": ""Companies""}",hr_attendance_display_overtime,boolean,,f,t,hr_attendance
res.company,"{""en_US"": ""Companies""}",hr_presence_control_attendance,boolean,,f,t,hr
res.company,"{""en_US"": ""Companies""}",hr_presence_control_email,boolean,,f,t,hr
res.company,"{""en_US"": ""Companies""}",hr_presence_control_email_amount,integer,,f,t,hr
res.company,"{""en_US"": ""Companies""}",hr_presence_control_ip,boolean,,f,t,hr
res.company,"{""en_US"": ""Companies""}",hr_presence_control_ip_list,char,,f,t,hr
res.company,"{""en_US"": ""Companies""}",hr_presence_control_login,boolean,,f,t,hr
res.company,"{""en_US"": ""Companies""}",iap_enrich_auto_done,boolean,,f,t,partner_autocomplete
res.company,"{""en_US"": ""Companies""}",id,integer,,f,t,l10n_in
res.company,"{""en_US"": ""Companies""}",id,integer,,f,t,resource
res.company,"{""en_US"": ""Companies""}",id,integer,,f,t,hr_timesheet
res.company,"{""en_US"": ""Companies""}",id,integer,,f,t,account
res.company,"{""en_US"": ""Companies""}",id,integer,,f,t,payment
res.company,"{""en_US"": ""Companies""}",id,integer,,f,t,hr_attendance
res.company,"{""en_US"": ""Companies""}",id,integer,,f,t,partner_autocomplete
res.company,"{""en_US"": ""Companies""}",id,integer,,f,t,sms
res.company,"{""en_US"": ""Companies""}",id,integer,,f,t,hr_expense
res.company,"{""en_US"": ""Companies""}",id,integer,,f,t,hr_recruitment
res.company,"{""en_US"": ""Companies""}",id,integer,,f,t,snailmail
res.company,"{""en_US"": ""Companies""}",id,integer,,f,t,web
res.company,"{""en_US"": ""Companies""}",id,integer,,f,t,barcodes
